1698642878# #美国是资本主义国家，是有钱人的天堂！我们是人民当家作主人，人民是江山。
1696921054# #哈马斯的神秘金主不是伊朗，那是谁呢？甘当幕后英雄！
1699006186# #说话太朴实，还需要学习进步。
1691851220# #应该是个好消息，走出去，请进来，我们就活了！
1699361197# #黄智贤评论台湾选举，以及柯文哲、邱毅、蔡正元等人关系。
1698746654# #一条地铁线，联通两个村庄，太有钱了！
1697418815# #如果准确定义的话，这次的巴（哈马斯）以冲突，应该是哈马斯和以色列的决斗，不是巴勒斯坦人民的武装起义，从事件的起因，过程来看，都是哈马斯在操作，巴解组织和阿拉伯国家都没有参与其中，从结果看，对巴勒斯坦人民也没有什么好处。所以我一直都是采用巴（哈马斯）以冲突的写法。你怎么看这次事件？
1697283742# #除非不写，写就有风险，因为你搞不清楚风险在哪里，也就是说，避坑，你不知道坑在哪里。即使有坑坑也会随着时间变动。所以大家，一定要谨慎再谨慎，细心再细心，稳妥再稳妥。
1689832664# #哪个地方是这种人当家，哪个地方就彻底完蛋！哪个地方完蛋，哪个地方，一定是这个玩意当家。
1689324672# #俄罗斯离不开中国，现在中国成大哥了，哈哈哈哈！
1689310581# #大街上，不好查了，酒驾的人太少了！罚不到钱了，按说地下停车场，不属于交通队管理吧？
1703743339# #胡说八道，咱哪里有资格卖国，卖自己都没人要。
1699331640# #这个人像是学理工的，但是思维水平，在加减这个水平上，微积分复变函数白学了，更不知道市场经济的机制、原理和作用，更不知道出现房地产过剩问题的原因。他把产品和商品分不清。
1702630812# #台湾，美丽的宝岛，风景如画。记录旅行微博旅行100计划100张年度旅行照片
1695914142# #记录旅行海河夜色美，离北京最近的海滨天津之眼光彩夺目。带着微博去旅行
1697294478# #现在随地吐痰的、从车窗向外扔垃圾的确实很少了，但是还有。
1699572779# #记录旅行出发，说走就走，天门山上有个天然的石长城，让我们体会爬山的乐趣微博旅行100计划100个旅行必备指南
1694397873# #这个现象，希望李稻葵们解释一下，美联储滥发货币，狂印美元，市场上的美元应该是供大于求，为什么美元不降反升？是美国操控货币汇率？那美国就不是市场经济国家，对不？
1689542686# #资本主义的本质，就是不顾别国人民的死活，也不顾本国人民的死活。国际原子能机构发挥了非常错误的作用！助长了日本的恶劣行径！
1703907351# #光明出版社，怎么出版这种荒唐的书？中国才5000年灿烂文明，而人类有好几十万年历史了。你这个逻辑这不是颠倒了吗？先有孙子后有爷爷？爷爷来自于孙子？这不是可笑，是无知，愚蠢！
1703549985# #时刻保持高度的政治警惕性，很有必要。
1696135312# #记录旅行丝绸之路莫高窟，一代一代的文化传承。带着微博去旅行丝路游记骆驼背上开party
1689596596# #就这水平，胡搅蛮缠，还没有逻辑，怎么开展国际斗争？竟然还有不少人叫好，这种泼妇骂架的本事，在国际法庭上，不是成笑话了吗？你爷爷就是这么给你爹和你叔分家的？这TMD完全就不是一回事，让你这么搞逻辑，中国就得四分五裂了。
1689843251# #非洲警察在武汉，是这么回事，帮助中国追逃犯的，感谢科勒迪瓦警察，辛苦了！
1694476676# #两届市委书记都是腐败分子，这个班子的好干部怎么干？他们能提拔的都是什么人吧？
1692790999# #不知道这个帖子说的对不对，我回忆美国的瓶装水也没有这么便宜，美国街头也有人翻垃圾桶捡瓶子。不管怎么说，我们的瓶装水还是太贵了，饮料也很贵，主要是流通环节，增加的费用太高，一瓶农夫山泉，有的超市卖2元，有得卖2.5元，还有的卖3元。不知道出厂价是多少？有的标着天然矿泉水的竟然标十几元！
1693871521# #乌克兰要贫铀弹，往哪里发？是俄乌战场？还是莫斯科？不管哪里，俄罗斯必然做出强烈反应。
1698046047# #想不到，俄罗斯也谴责哈马斯得残暴行动，支持以色列自卫权，普京总统强调就事论事，也是在说，站在公正立场，坚持是非曲直原则。这点大大出乎中国网络国家问题大V的预料，他们普遍认为，俄罗斯事哈马斯的靠山，昨天还有人说，俄罗斯准备出洞什么战机参加中东战争。打脸啊！又打脸了！
1696551274# #记录旅行走进台湾大山深处，发现一个高台滑翔场，传统农村也搞起了旅游。带着微博去旅行十一种草大会
1702456647# #又下雪了！记录旅行微博旅行100计划100张年度旅行照片
1690590421# #都在传这么一个振奋人心的消息，还有具体时间，可是没有查到出处，我查了一下，前外交部副部长乐玉成在去年1月18日，有过类似表述，不知道，现在的消息，是不是，还是从这里来的？
1698669786# #以人质换囚犯，如果能行，他们就能换一切了，还会有更多的人成为人质。
1698906394# #长亭外，古道边，今日送别，一路走好！
1690504765# #网络应该是百花齐放的大舞台，说的太好了！网络已经渗透到人们生活的方方面面，离开网络，将无法生活，所以一定要把网络建设好、维护好，在这个虚拟的社会环境中，给人们创造更多更大的福利，让人们生活的更幸福、更自由、更美好、更快乐！
1698801186# #美国败相已现，会输的很惨！至于你信不信，我反正是信了！都是遥遥领先！
1689722824# #到艰苦地区去，到祖国最需要的地方去，沉下去，能多待几年，就多待几年。
1690589535# #光荣退休，开始新生活，发挥余热，保持革命本色，再立新功！
1692097302# #都不可思议，不可思议！
1699513352# #哈马斯这次即使不被消灭，也是遭受毁灭性打击，不可能继续在加沙执政了，最大的可能是变身小型恐怖组织，搞些破坏活动，加沙在法塔赫的领导下，人民生活会快速改善，哈马斯存在的基础也就会越来越薄弱。令人痛心的得是，这次战争造成了近万名老百姓的死亡。
1703822164# #这个应该是30年前的建议，现在根本不存在这个问题。如果取消农村户口，主要是实行社保医保待遇，要全民统一。目前，这个问题没有解决，和买房没有关系。
1693873698# #自媒体不具备新闻属性，只是评论、转发的平台，传授知识的讲台。新闻的特点是真实，快速，自媒体不能发布新闻。
1698538798# #给特朗普打掩护，任务完成了？
1702566046# #我问过一个人，为什么并线不打灯，他说，打灯，他不让我咋办？我直接并线，他不让也得让。我说，你这太危险了啊！按道理，每辆车都正常行驶，你为什么要并线？为了快点，没意义啊！堵车路段，每条道都差不多，快也快不了一分钟，但是，来回并线，会让堵车更严重。如果要并线到出口，可以伸出大拇指，给
1696432093# #陈凤馨和唐湘龙也被一些人定性为“台独”了，这么看来，“台独”的势力越来越大，统派的人数还在减少。不过，龙凤配还是坚持认为自己是统派。“台独”和统派的概念，有没有准确的定义？
1698463845# #国内平台上的那些普粉们，估计跟不上节奏了，看看司马南这几天的视频风格观点调整了没有？昨天开始为中美关系唱赞歌了，也不骂美国了。估计对以色列，对哈马斯也该改变了。
1698568631# #转：李同志，一路走好！
1698671336# #新闻稿就是说的囚犯。
1694584689# #好消息！泰国可以免签了，原来还是落地签。更方便了，有想去泰国转转的吗？
1688556511# #扎哈罗娃这口才，无人能比，一句话把日本顶死了！打口水仗，俄罗斯天下无敌！
1695116547# #细节决定成败，看细节，又是一个大胜仗！
1696161654# #丝路游记骆驼背上开party丝绸之路上的“羚羊谷”，漂亮！记录旅行带着微博去旅行
1697153664# #网上这种垃圾文章太多，还让阅读之前点关注，不值得一读，关注你浪费时间吗？
1694097930# #正确认识与贪污腐败作斗争，与敌对势力作斗争不是互相告密。如果是个人问题，个人目的没有达到，就无事生非，小题大做，互相闹矛盾，互相揭发，那是另一回事。。合则两利，或者一利，斗则两败，或多败。。
1695992148# #记录旅行带着微博去旅行丝路游记骆驼背上开party敦煌，中国文化宝库！
1694390460# #很多人不知道台湾问题的问题在哪里，搞不懂什么活动可以搞，什么活动不能干？以为谁也不能和台湾进行来往交流。我们反对和我国建交的国家，和台湾进行任何形式的官方往来。
1694255607# #这个挑衅意味太浓了，在我家门口耍大刀？
