1699178680# #阿拉伯联盟国家，原来的老大是埃及，现在是沙特
1700100629# #九六年，台海危机，面对美国双航母战略威慑，我们的先辈什么办法都想了，哪怕把陆炮搬到军舰上，我们先辈从来没有想过放弃。。。一个伟大的民族，首先要有骨气！
1703115053# #一张图告诉你哪个省历史上地震次数最少，哪个省最多甘肃积石山6.2级地震
1702546637# #安史之乱前的大唐形势，已经藩镇割据，盛世难掩危机
1694421212# #转发微博
1692088547# #比亚迪和丰田国内销量对比，迟早有一天，全球……
1702082566# #转发微博
1698026148# #转发微博
1701495692# #转发微博
1692751451# #萨达姆同学已经说不了话了
1695684676# #伟大的长征
1702511080# #中国七大流域，你是哪一块？
1703729211# #围棋冠军柯洁吐槽问界M9卖47万太贵了，被网友喷到退网，你怎么看？
1700968638# #中国高中和日本高中，你觉得哪一个更能振兴国家？
1695783380# #转发微博
1696568146# #转发微博
1699401593# #转发微博
1691044737# #河北赶快好起来
1692401067# #中国高考史上最卷的一届
1703211182# #一侧是高楼大厦，一侧是滚滚麦浪，这样的规划合理吗，你怎么看？
1699841701# #转发微博
1697436471# #实话实说：
1702434711# #昭昭前事，惕惕后人，前事不忘，后事之师。南京大屠杀之痛永不敢忘国家公祭日
1699432940# #金灿荣：没有朝鲜战争，我们今天去东北和新疆都要办护照——尊严永远来自于实力
1693921027# #实事求是，这事不怨小日子dogedoge
1693471214# #表面说是信仰，实际全是生意
1701215448# #安踏已经这么牛了？
1691201113# #年薪亮了！1999年阿里巴巴第一个招聘广告：被人当骗子。
1696999729# #转发微博
1688549072# #老老实实喝白开水吧
1703036393# #ChatGPT：你特么有完没完？
1689050050# #转发微博
1698568407# #以色列好样的，就这样，不要妥协，跟他们干，加油，哈拉少赞赞赞dogedoge
1693316126# #古代出宰相最多的四个省份
1697079247# #转发微博
1697758526# #动保大V被禁言，你怎么看
1690526765# #陕西交出的作业
1689687528# #此处省略一万个呵呵……
1697695096# #求下联
1688809119# #同事硬说这是广东人的下酒菜，大家给评评理，这到底是哪儿的下酒菜？
1698556174# #一图看懂大宋最牛的军队——岳飞“岳家军”，由这12支军队构成
1694044224# #转发微博
1694654607# #两桶油有什么区别？
1703079171# #转发微博
1689767318# #美国GDP增长1.1%令人惊讶，中国5.5%则是误导性反弹，6.3%更被视为一场灾难。真是国际驰名双标
1700382798# #果敢同盟军从被击毙缅军士兵身上搜出的手机、现金、香烟等。
1703114901# #12个国家级都市圈
1695897852# #全国的二哥城市GDP对比，有点意思
1703457970# #乾隆时期各省人口分布
1690070242# #转发微博
1690038092# #中国历史上那些千年未改过名的城市
1695431133# #水费最贵的7个城市都是北方城市，这几位城市的朋友们证明一下，属实吗？日常
1691242046# #帅哥输在哪了？
1692414953# #转发微博
1688612719# #转发微博
1695542185# #
1696577889# #转发微博
1690704009# #转发微博
1703157759# #有哪些百看不厌的影视情节，我的最爱就是刘华强买瓜
1695780252# #转发微博
1692605210# #寇可往，吾亦可往
1694428687# #中东四大势力，阿拉伯人，波斯人，土耳其人，犹太人，一旦哪天美国衰落，无暇顾及，犹太人能被打出翔。
1691202232# #转发微博
1700613681# #一炷香到底是多长时间？
1697157775# #转发微博
1692591547# #转发微博
1700384948# #别整那些没用的，朕的大清都完球了
1700096680# #转发微博
1698717668# #转发微博
1702082175# #各省（含直辖市）博士数量排行榜！基本是高教实力相匹配的。
1690070260# #转发微博
1695124538# #网传李佳琦垄断花西子价格，不管是不是真的，都体现了资本贪婪血腥的一面，所以如果资本控制了政权，会动用所有的资源帮助自己垄断吸血。
1695173511# #宣传VS实际……
1688722169# #让法国再次成为基督国。。法国的白人天主教徒发布一段齐声歌唱《圣母颂》的视频，表达他们的感伤。。欧洲的路只剩两条，要么沉沦，要么极端民族主义。
1689050541# #转发微博
1699430571# #一直以为四经普跌下神坛的是天津，没想到当年最惨的是山东。
1692594009# #石家庄果然不负众望，成功夺得今年高温王！你是忘了自己是个北方城市了吗？
1693883000# #分享图片
1699762663# #转发微博
1689133603# #转发微博
1692317876# #美国夏威夷大火，目前救援行动中已救出99具人类尸体，还有约1300人失踪中。美国高尖端救援人员向全球发布一条巨大的感人肺腑的好消息：救援人员从大火废墟中成功拯救出了一只幸存小猫，并宣布取名“凤凰”。。不过早就有人预判了美宣的套路。
1690940112# #互联网的一大好处就是方便各种自以为是的人在这上边秀智商，各种外行指导内行
1695120524# #一战时期的英国的尼普顿级战列舰，补给一次的物质。其他看不懂，但30吨牛肉和60吨土豆是少不了的。。几年前，开始闹矛盾的时候，不让米米国的航母到停在维多利亚湾补给，老美还闹了很大意见。海军是真费钱啊！
1691654091# #同问？
1701488351# #转发微博
1697250801# #转发微博
1692506443# #转发微博
1692059997# #有一批精神美国人，比美国人还爱美国，容不得别人说美国半点不好。有中国游客去美国旅游，被纽约地铁的脏乱差吓跑了，便发视频到网上诉说这件事，结果，美国自己人还没说什么，精神美国人却大为恼怒。。指责游客不懂事，说美国地铁建成那会儿中国还是清朝，距今已有百年历史，破旧不堪是应该的。瞧瞧，
1703750134# #转发微博
1694738154# #坐等下联
1695021476# #年轻时的尹桑，如果再有点小胡子，简直就神了
1694060269# #华为手机拆机直播——轻舟已过万重山
1701310496# #转发微博
1689077215# #即使道歉了，我认为也应该给予一定惩罚，这么大的世界品牌，这点常识都没有，是无意为之还是故意为之都不好说。宝格丽官网疑将台湾列为国家
1689566310# #广东是不是最热的？
1693193104# #美国13个族裔家庭年收入情况，华裔中规中矩，印度裔一马当先
1692170688# #转发微博
1694924296# #我喜欢大中华
1690680495# #为什么现在很少人吹日本工匠精神了？dogedogedogedoge
1698567729# #大妈你好，你缺不缺儿子
1692834014# #给摄影师加6个鸡腿
1703291651# #全球有钱人住哪里
1691763409# #终于把24节气的含义搞清楚了
1695043071# #北宋年间的世界格局
1688894402# #我国各省肥胖率示意图，内蒙、新疆再次让人失望。
1702116121# #转发微博
1701947869# #论反贼的自我修养
1699068885# #转发微博
1698120603# #转发微博
1692530069# #转发微博
1703043459# #中国十大道观
1702473300# #如此看来，俄乌停火也要提上日程了，老美是真的力不从心了
1702029837# #世界耕种土地面积图，绿色部分代表可耕种的面积。最密集的区域要属欧洲了，除了天寒地冻的北欧外，整片欧洲平原都能盛产粮食。非洲层次分明，北非一片广袤无际撒哈拉沙漠，赤道附近却有大片耕地面积；北美的耕种土地集中在美国东部和加拿大南部，特别是北美五大湖周边平原非常适合种植粮食；南美的耕种
1695790009# #转发微博
1701739855# #中国车企版图，安徽居然是车企总部最多的省
1701521346# #总有人吹日本政府，吹日本国民，吹得日本人自己都不信了
1689907122# #中国已建成350时速的高铁分布图！
1690505081# #天津津门虎球迷的看台，文科生应该首先做到这一步
1690006468# #转发微博
1695386647# #还是有跪族不相信有一天会超越美帝，就像不相信当年会超越这些国家
1702376075# #反贼老公知——方舟子的Meta（脸书）和INS被封杀了，原因很简单，因为他这次“反犹”了，文明和自由又给汉奸们上了一节生动形象的课。
1688796819# #正式启动
1689749178# #同位两广老表，为什么西边老表比东边老表瘦这么多？
1699850106# #带英帝国的未来
1702998880# #这就是美国的实质，也是网络上有些人动辄把自由，人权，平等，文明挂在嘴上的真正原因——美国国会被曝5年前曾通过一项法案，涉及15亿美元的支出，目的是在5年内培训西方记者撰写有关中国的负面报道，由美国国家机构或媒体执行。
1694398781# #新疆的广告牌真有喜感
1690504615# #转发微博
1702859767# #在全国没有哪两个省的省会城市是相连在一起的，唯一是黑龙江省的哈尔滨市和吉林省的长春市
1700659487# #哈哈……
1701935632# #转发微博
1701753382# #据说：日前，中国海关总署已经叫停了。在华企业（包含韩国驻华公司）对韩出口车用尿素溶液的通关流程。。对于已经完成出口审查的相关尿素icon溶液，在装货阶段也被搁置。。现在国际上，柴油车要使用尿素才能让其排放的尾气达到环保标准。。韩国icon柴油车众多，大概有400万辆，。被称为“柴油车天堂”，必须
1692751621# #转发微博
1689560072# #转发微博
1692165772# #请问：接下来我可以吃什么？允悲允悲允悲
1696925166# #转发微博
1697499508# #评论区把狗头都省了允悲允悲允悲允悲
1695710180# #这个问题谁来回答我
1692584458# #转发微博
1696300618# #转发微博
1689840627# #同治年间是清朝最危险的时候，国内动乱不断，外敌不时扣边，又有中国古典文明的衰落！。有时候想想，如果清朝换成明朝，宋朝，唐朝戓汉人王朝。满人换汉人，其自然结果是不是一样的！
1701777788# #这个问题问的很宽泛，网友们回答的很具体
1697605660# #卫生间捡的，怎么办？？
1696497472# #大妈天生神力南阳音乐节盗窃事件的最大启示
1692015435# #日本耗资200亿美元建造建造了这个机场，本身是在海面上建立起来了，因为日本土地面积太小了。。当时说这是技术的伟大成就，可以坚持一千年，然而，现在它已经下沉了8米多，而且还在下沉。
1695041274# #对对子吧，今天来个简单的
1692679251# #转发微博
1700793025# #世界首富近三十年的更替
1689495724# #转发微博
1703029237# #殖人：为什么中国科技已经很发达了，高铁上的一个螺母还要依赖日本技术？
1697891986# #地球上消失的十四个国家
1696210649# #人口集群密度比较图，话说JAVA是什么地方？
1700969969# #转发微博
1692755714# #转发微博
1693816123# #转发微博
1700896250# #曼德拉真的伟大吗？如果伟大，伟大在哪？
