1698541152# #有梦想的人了不起
1699632507# #家长吐槽家长群“舔”老师现象老师需要休息家长也“舔”不过来引无数老师、家长共鸣教育你怎么看？
1699889805# #【骑马归来的将士们太飒了】近日，浙江嘉兴西塘汉服文化周上，“将士”们骑马归来，气势十足！（新华社快看）
1694064366# #上海一男子地铁上脱光衣物上海一男子地铁车厢内赤身裸体？目击者称其只脱衣服不说话……无语了？是有神经病吗？上海
1701681465# #没有豪华的婚礼，但却发自内心真心喜欢，两个新人从头笑到尾的婚礼……
1699677711# #重庆一妈妈为省邮费背冰箱坐20小时火车从山东回重庆，儿子：心疼又愧疚。重庆
1687187596# #大学男生向女生表白遭拒后瞬间破防，大喊对方是女同，这……得不到就毁掉吗？
1687574094# #小小的身体蕴含着大大的能量！
1702629056# #历史渊源流长，有机会一定要尝尝
1699601628# #开车顺路捎女同事，老公副驾驶放东西“划界线”妻子：相信他们但是有点介意！网友：坐副驾驶就是不对！
1693806281# #大聪明胡锡进：“我买了股票，然后我不卖，就割不到我韭菜”。。旁边刘纪鹏教授的表情亮了……
1698759831# #23岁小学女教师自杀，留遗书称课外工作压力大，“活动和检查让我像入了牢笼，什么时候老师才能只做教书育人的工作”，官方：正在调查处理
1700372847# #1000公里/小时！如正式落地，杭州到上海只要9分钟！“高速飞车”试验线宣布主体完工！
1694514814# #周杰伦上海演唱会抢票周杰伦上海演唱会，实行强实名制入场，网友：你们买到票了吗？上海上海超话
1687510748# #转发微博
1687090860# #直接拘吧！
1696684935# #网传常熟虞山森林防火指挥中心大屏监控播放野外不雅画面，街道办：采访需联系市委宣传部。森林防火指挥中心大屏播放不雅画面
1695215318# #【陕西信访办主任实名举报城管局副局长财产来源不明，纪委介入】陕西一官员实名举报另一官员据燕赵都市报纵览新闻报道：日前，一名网友自称是陕西省商洛市洛南县住建局信访办主任阮某，其在网络上多次实名举报洛南县住建局副局长石某某存在利益输送，巨额财产来源不明等违法违纪问题。9月19日，
1695184185# #花西子到底跟大家说了几句掏心窝子的话【451字道歉信，218字宣传，花西子真的有诚意吗？】花西子在玩一种很新的公关451字的道歉信，154字抱歉，218字宣传，12+67字套话，花西子真的有诚意吗？9月19日，在轰轰烈烈的李佳琦事件后，花西子发布一则声明。网友表示“好像什么都说了又好像什么都没说”
1687349510# #转发微博
1696500747# #人间行囊背负太多，便成了羁绊，太想赢到输不起，不过一念之间。你的个性，本来在赛场内外收割了一众粉丝，口碑总体尚好，但凡事有度，一旦执念太深，捅破越限，物极必反，收获的不是尴尬也是尴尬，即便你不尴尬，我也尴尬。
1698584314# #广场舞大妈景区玻璃栈道跳广场舞，工作人员上前制止无人理睬
1692755290# #【老人误将2万结婚汉服当垃圾扔掉，民警反复翻找垃圾找回】近日，浙江嘉兴，婚纱店员工报警称，几分钟前刚刚装箱打包好的一套汉服婚服不见了，价值2万块左右。监控显示，一捡废品老人将箱子拎走，误当做垃圾扔掉了。民警先在小区里的垃圾房翻找，20分钟后找到了部分礼服和配件。随后赶到垃圾总站，终
1698554565# #自行车与拍摄者发生碰撞，随后自行车转头碰到一旁的老人，网友：这算谁的责任
1693211236# #转发微博
1693186416# #转发微博
1687393801# #转发微博
1699891538# #司机开车期间打起了呼噜，心大乘客边拍视频边比“耶”，你怎么看？交通安全
1692526968# #有没有内行人讲解下这小女孩啥水平？
1687075836# #大爷在太原汾河跳水失误，头撞到石墩上！看着都疼……
1692755196# #转发微博
1699630233# #东北大风一吹一个不吱声，大学生们被吹得东倒西歪
1700482385# #迟律说的好
1701852251# #正能量洒水车水柱马上就要淋到轮椅爷爷，小车暖心加速遮挡，网友：这一幕太暖心了！
1687361714# #转发微博
1702607577# #生活不易，眼睁睁看着你下去了，所幸没受伤汗汗
1701672423# #男朋友精心给女朋友准备副驾驶惊喜，男友精心给女朋友准备副驾驶惊喜。“你问她要不要，她肯定说不要，但你如果直接买给她，她肯定向所有人炫耀”
1699889643# #转发微博
1686993711# #一颗老鼠头为何要省级调查组才能查清死鸭子都没你嘴硬dogedogedoge
1696155130# #转发微博
1687361795# #转发微博
1700616085# #帅叔叔
1697176728# #女子深夜在三亚打车遭绕路带至陌生地段，交通局：已约谈教育司机，停班5天女子三亚打车遭绕路带至陌生地段
1700325276# #晚安
1702125933# #印度干的
1697190708# #官方通报老师逼幼儿吃呕吐物辽宁沈阳的这个老师不配为人师表，幼儿园老师虐待学生逼迫吃东西，严惩good
1699889582# #转发微博
1701525397# #【预防HPV感染做好这3点戳视频学习了解】12月2日，情侣疑因在外旅游住宿感染HPV一事冲上热搜，再次引发大家对HPV的关注。医生介绍，HPV感染的高峰是在20岁到40岁，如果想预防HPV感染，第一要洁身自好，性生活要保持洁净卫生；第二，加强体育锻炼，提高自身免疫力；第三，男性也可以像女性一样接种
1687000055# #太难了………农村
1693802373# #【医院通知44岁被解聘员工领剩余补偿】据海报新闻近日，陕西旬阳市人民医院规定对部分员工“男55岁女44岁不续聘”一事引发热议，12名女员工在医院工作多年，却在44岁被解聘。。。2023年6月，旬阳市人民医院再次辞退了4名年满44岁的女员工，她们申请仲裁后，最终医院解除了与她们的合同，支付了经济
1698642124# #据悉疑似自称在纪委监委工作男子酒后，故意刁难、推搡护士和医生？有女护士被气哭，医院回应：当时报了警男子具体情况不清楚
1698480825# #以色列是不见棺材不掉泪，死磕俄罗斯，后果很严重！以色列的极端行为已经到了无以复加的地步，竟然不顾俄罗斯的警告，公然派出七架战机轰炸叙利亚。俄罗斯曾多次强调以色列不能对叙利亚进行空袭，这次俄罗斯的面子被彻底撕破，可以说是狠狠地撞到了铁板。以色列看到俄罗斯在乌克兰上的行动迟缓，以为它
1700365872# #老师在放假前布置作业，被学生捂住嘴巴直接推出教室，好羡慕这样的师生关系
1693035070# #转发微博
1687577693# #各级领导惯用精美词汇，像那么回事…
1693978559# #酱香拿铁在泰国火了真的是🔥出国外了！有没有喝过的，来说说好喝不？
1702949916# #甘肃地震已致111人遇难我女朋友联系不上了，他家就住在甘肃震源地方，大家帮我找找？
1686908816# #纯纯一些人脑子不干净
1687090868# #转发微博
1695915426# #水果店8.8元一斤卖榴莲惊动特警榴莲也可以8.8元一斤，平常买的几十一斤妥妥的大冤种汗汗
1693211232# #转发微博
1693211140# #转发微博
1698481373# #恒大歌舞团，白珊珊表演的舞蹈配上歌曲《白狐》确实是天地之合。恒大歌舞团
1698763707# #这表现至少要给个小队长当一下吧~你们觉得呢？
1699670926# #男子开车被石墩子挡道出不去，利用车轱辘将其挪动位置。
1697785398# #转发微博
1687309042# #女生带截瘫妈妈自驾游中国，这是一段不平凡的旅行，一段温暖人心的旅行，展现了母女之间的深情与坚韧。
1696251924# #转发微博
1701070362# #平凡的世界
1693797894# #有的人天生就是主角污
1693211218# #转发微博
1692512241# #你确定这是拔罐？神人呢？
1687309001# #转发微博
1702301007# #杨丞琳演唱会直接说河南人爱骗人，真的是吃着别人的饭还砸别人的锅。。居然没有一个河南人物出来说一句话，然而却是张学松老师不是什么明星大碗出来说话，必须给他一个！。。多部门回应杨丞琳说河南人爱骗人张雪峰称河南人不爱骗人
1697190808# #转发微博
1701102246# #广东深圳一店家疑因营业至凌晨，严重影响居民生活，烧烤店被投诉后店主隔空喊话："你给我下来我给你剁成肉酱"（来源：顶端新闻）
1693017239# #本山大叔亲自给徒弟讲戏，亲自示范3遍“踩空”，“看似简单，一般人演不出那么自然”，网友：好久不见本山大叔露面了。
1698760848# #这19瓶啤酒装在裤子里。
1687252285# #吸毒前后真实的变化吸烟算不算吸毒呢？
1701671190# #欣怡四个月的时候，爸妈离异了，她一直跟着爷爷奶奶生活，老人离开老家到宁波做保洁，祖孙3人住4平方米的物业用房，宁舟社区得知情况后，为小女孩腾出一间房，温暖！爱心宁波！
1687310061# #转发微博
1698457864# #非常突然，用这组别处看到的照片，深切悼念人民的好总理！🙏🙏🙏深切悼念
1699607476# #长沙地铁上年轻人遭遇“被让座”。社会百态
1693208921# #外地男子乘坐成都地铁6号线，发现车厢内挂满烈士英雄的图片，网友：就应该这样，别一天弄些明星网红，我们要时刻铭记先烈们的奉献和牺牲。
1693805509# #【蒲松龄后人驳斥刀郎侵权言论：不存在侵权，支持弘扬聊斋文化】9月3日，山东淄博。蒲松龄第十一世嫡孙蒲章俊先生发视频驳斥有关刀郎侵权言论。蒲章俊先生表示，刀郎先生创作有关聊斋的歌曲不存在侵权问题，更谈不上起诉或索要版权费。相反，要大力支持各界用歌曲或其他的形式来弘扬聊
1703122276# #甘肃地震已致135人遇难08年汶川大地震不幸中的幸运就是发生在夏日的白天，甘肃积石山地震发生在冬季超寒冷的夜晚。不同气候，不同时间，也同时给搜救工作带来了诸多难度和挑战！
1699665376# #伴娘被伴郎泼一身面粉，截停对方乘坐的车，讨要说法。婚闹（转自：热点在线）
1692890011# #火车上男子遇姐弟俩返乡，弟弟是聋哑人，总被欺负，一天挣260，顶着38度的高温做铝合金分拣工作，拿着泡面盒子兑水溶麦片喝，很心酸。
1686908837# #转发微博
1699368777# #11月6日，黑龙江。东北人能有多乐观。PS:录视频的多数是没上去末班车的人！
1692682204# #哈哈自爆神器笑cry
1699630970# #男孩从小失去妈妈每天郁郁寡欢，老师每天一句“我喜欢你”示爱鼓励。网友：“他的眼里逐渐有光了！”暖心正能量
1702434202# #家里老人去世，送葬队伍要经过邻居门前，不料邻居拦在路中央不让走社会百态
