1695353395# #这是哪个白痴拍的？
1689752031# #【造谣一时爽，QJHZC】。左小祖咒厉害，以一人之力拖一众公知洛水。。当年左小祖咒造谣他岳父家被强拆，其实是为了多要拆迁款，施工方直接改设计，绕过去，最后不光没拿钱，他岳父村里拆迁完之后还修了个火葬场，全村就他们一户没搬……
1701417856# #请珍惜生命，尽量延寿。我们希望你走之前把欠中国的培养费还回来。
1699329369# #乌军第128山地突击旅旅长德米特罗·利休克在前线附近举办的纪念“火箭军和炮兵日”活动中迟到。士兵们等了半个多小时，遭到俄军导弹袭击，死伤多人。。乌克兰媒体Hromadske援引第128旅的匿名消息来源指出，颁奖典礼原定于9:00举行，但后来推迟到9:30。这时，士兵们已经排好队，等待着指挥官。俄罗斯的袭
1702075390# #【伤害性不大，侮辱性极强】。乌克兰“武装部队日”，俄罗斯士兵用一段激光全息投影，向乌军送上节日祝福。。投影画面是一男一女两位乌军军官，十分低俗，不可描述。结尾字幕：你们上司的嘴正忙呢，她顾不上祝贺你们……
1697026600# #【大爱无声】。关键时刻，中国企业默默地满足着来自以色列的防弹插板订单……心
1702445631# #没人喊“吴京缅北”了摊手
1696675502# #然后大家都想去天津躺平，天津就卷起来了允悲
1695468982# #为什么感觉国外也不过如此
1687564151# #精准定位，这些货色只配无国籍。
1691972325# #美女与大猫🐯
1702113580# #润人的婚姻危机，“男方向往现代文明态”，啥叫现代文明态呀，换着玩吗？
1690637177# #韩国人的野望，瞧瞧棒子惦记咱们哪些地方啦？
1689840655# #哈哈哈哈，排毒成功！
1703772388# #好吧，圣诞节其实可以有个太平天国风🎄
1701252593# #
1699861003# #中传播音主持进修班。23秋季班薛怀德同学，上台能朗诵，入水捞排球🏐
1691117434# #拒不撤离，太费书记摊手
1697132196# #以国无德。
1699770470# #《美国有钱人为什么不run到中国过安全的日子？》
1694792069# #被国足逼得长生不老允悲
1697247843# #【一针见血】。9月21日，第九届中国与全球化论坛活动现场。在大使圆桌环节，中国政府欧洲事务特别代表吴红波和各国大使就中欧关系展开讨论。。对欧洲关于战略、人权、俄乌冲突等议题的思路，吴红波表示理解但不认同。他希望欧洲大使们能从“律师”的思路转变为“工程师”的思路，“律师是把简单的问题复
1692506346# #许多人润出去的理由不就是为了别让孩子太卷了吗？。美国公立教育的特点就是不卷，怎么又不满意了呢？
1693450325# #1900年，八国联军中的5名法军士兵拉着两名清朝男子合影。那个时候，西方人的身高普遍比不过中国北方。
1691572160# #LondonBridgeisfallingdown,。Fallingdown,fallingdown.。LondonBridgeisfallingdown,。Myfairlady.
1697638530# #繁体中文区完全不懂巴勒斯坦人……
1700630532# #湖南这一小撮怎么回事？臭豆腐不香吗，非要去吃屎💩
1703519706# #不应该太苛求护士，万一能让坐轮椅的老同志站起来呢？
1694071638# #护主心切，不辨真假。
1698036927# #中传播音主持进修班。2023秋季班的读书会开始新学期的读书分享📚
1692540585# #根据国际货币基金组织IMF的数据，中国经济今年将占世界经济全部增长的34.9%。。这让忙着唱衰中国的各路人马情何以堪啊摊手
1694774774# #要降你们降，我们特么就是不降。
1690257200# #蜡烛
1691448242# #爱跪，偏偏还长了张嘴
1702998436# #分明是唐对隋的抹黑。
1691469595# #要是能把她们的干劲转到抗洪救灾上就好了……
1702563124# #东北母老虎，懂得疼男人🐯
1689998695# #人生最顶级享受，也无烦恼也无愁。
1704107237# #【此消彼长】。韩国产业通商资源部1月1日发布的数据显示，2023年韩国出口额同比减少7.4%，为6326.9亿美元，时隔三年再次出现负增长；进口额同比减少12.1%，为6426.7亿美元；贸易收支出现99.7亿美元逆差，连续两年出现逆差。韩国2023年对中国出口减少19.9%，对华贸易收支31年来首次变为逆差，这是自1992
1691757648# #职场午休
1696581572# #下回可以教他们唱《社会主义好》，还有《没有共产党就没有新中国》音乐
1690267585# #台巴子不懂什么叫“绿锈”摊手
1688964135# #白宫发言人卡琳·让皮埃尔在回应中国限制锗和镓出口时表示：“中国的这种行为是试图通过经济施加压力，这不是公平竞争。美国一直主张和平解决任何冲突，制裁政策只能显示中国政府的软弱”。。难道美国一直以来都很软弱？
1690165454# #非不能也，乃不为也。
1703124992# #领导也是人，也怕闹鬼啥的允悲
1695381905# #美国人在叙利亚偷石油，叙总统乘坐中国民航机。。两岸猿声啼不住，轻舟已过万重山。
1690513559# #【弃暗投明】。台湾省高雄市一名青年，因为不想回台湾服兵役，在大陆滞留了三年之久。面对台湾方面的一再催促，他直接和征兵官摊牌：“我想住在中国（大陆），不想回台！”
1696237170# #香港与深圳，谁才是真正的自由？
1694786020# #君子不立危墙之下，最好是避免夜走山路。
1688028246# #许多时候，小仙女都会觉得，化妆后的自己、美颜后的自己，就是真正的自己加油。而且她们还认定，当她们没有化妆、没开美颜的时候，她们的男友或者老公都是瞎的。
1699701924# #俄乌战场上，惊现怀孕乌军女兵！。不知道是上战场之前怀上的，还是之后怀上的……
1696475098# #【泽连斯卡娅的卡地亚】。来自美国纽约的消息，当乌克兰总统泽连斯基在纽约联合国大会发表讲话时，他的妻子埃琳娜·泽连斯卡娅在纽约卡地亚旗舰店花费了111万美元购买珠宝，其中包括一条钻石手链、一条镶满钻石和祖母绿的白金项链，以及同样由白金和钻石制成的耳环。光是税费就多达九万多美元。难怪这对
1694251735# #香港中文大学校园内贴出的标语：“大麻不是毒品，支持大麻合法化”。。不理解为什么内地还会有家长和学生向往这种学校。
1701780004# #丑人多作怪，精日狗东西。
1702545435# #身后即是祖国，我们无路可退！
1687252338# #对面楼安静了
1693264647# #我辈当自强
1701771507# #国外VPN企业纷纷倒闭。。中国网友：只是好色，不当汉奸。
1690189212# #7月23日，监控拍下这样一幕，男子在游泳里一边游泳一边拉屎。。老板：已报警找到，赔偿8000！。后面那位应该直接撞到了……via
1695006160# #一叶知秋，前进吧天朝！
1699262411# #【朝鲜炮弹】。乌军：“俄罗斯炮弹飞过来时有声音，但朝鲜炮弹飞来时你听不到声音。特别是森林里有风吹的时候，你根本就听不到。”
1698828390# #上海万圣节，女警的表情才是看点。
1692811205# #只要印度高种姓依然在欺辱低种姓，那么他们登陆任何星球都毫无意义。
1696777999# #【哪里有压迫，哪里就有反抗】。图中文字：“以色列，你夺走了我的土地，摧毁了我的家园，杀害了我无辜的母亲和还是婴儿的妹妹，把我们其余的人关进露天监狱，让我们所有人挨饿。然后我却成了恐怖分子，就因为我还手了？”
1696674906# #“零元购”在美国的盛行，说明社会矛盾积累之深，已经到达必须牺牲中小资本的利益以平息民乱的地步。现在的招数是引导群众斗群众，拖到战略对手崩盘。可是如果对手够硬呢？如果超市没得可抢了呢？如果群众停止内斗，一起凝视着华尔街的资本家们呢？
1699164213# #哈马斯反坦克体操超人视频！via
1688011982# #6月28日凌晨，北京三里屯。洋妞骑电动车逆行撞人，不但不道歉，还满口“傻X”，打算骑车走人。。然后被正义的朝阳群众拦下，警察判洋妞全责。
1687564511# #本狼清早反思，请勿打扰雅兴。。别人的优势该承认的我们还是要承认一下才对。
1699869975# #风萧萧兮加沙寒，壮士一去兮不复还！。一位孤独的巴勒斯坦青年，没有任何军用防护装备，抱着火箭筒冲向正在碾碎他家园的以军装甲部队……
1695557406# #杭州亚运会柔道女子48KG半决赛，韩国运动员扇哈萨克斯坦选手巴掌被罚出场，对方选手直接晋级。。韩国队的这个战术……是想把对手扇晕然后直接晋级吗？然后韩国选手还特委屈摊手
1699340802# #中传播音主持进修班。男人女人谁更累，八名男生来出战！。秋季班第三次辩论赛——现代社会女人更累or男人更累？。辩论结果：女生更累。
1702026270# #神预言，第二阶段进行中。
1697858669# #【网红大美之死】。30多岁的罗大美是一名网红，他在戏剧学校就读时开始学习女声。短视频平台兴起后，他扮演古装美女，渐渐在网络走红，在各大短视频平台上拥有近300万粉丝。成为网红后，罗大美直播卖货赚了不少钱，2020年时花了140多万元购买了一辆帕拉梅拉豪车，开美妆工作室并热心公益。。7月9日，罗大
1699539929# #这个邻国打仗的部分，在另一个大洲。
1688289697# #7月2日，宜昌。一女生因被男友拉黑，割腕后走入长江欲轻生。然后被热心市民合力救起。。脱裤子应该是为了减小浮力，可见死意甚决。
1699771722# #巴勒斯坦还得再死多少人？。全部！
1695005026# #不喜欢xxn的做派是一回事，但是骚扰女性的人渣绝对更可恶。。本狼曾向自己的学生传授：许多色狼并不敢骚扰看上去性感奔放大胆的女生，他们往往会骚扰那些普通而保守但看起来胆小不敢抵抗的女生。真是些卑鄙又怯懦的魂淡！。这个时候，本狼似乎又会回到在国外和那些女权主义小姐姐并肩作战的年轻时代，踩
1703203562# #腹黑小白兔の往事
1698210438# #中传播音主持进修班。23秋季班的同学享受着中传校园里金色的秋天🍁
1689688823# #天空晴朗经济垮，天空灰蒙罪过大。。艳阳雾霾都是错，远程畜牧真听话。
1702992963# #帝都一城，撑起北方。
1703122288# #甘肃地震灾区，光芒刺破黑暗。
1702072652# #有些镜子已经碎了很久，只有孩子们还在努力地想把他们拼在一起……伤心
1694062430# #中传的风气一向比较正，尤其是本狼所在的播音主持艺术学院话筒
1695953486# #慕洋慕到脑残，许多老外身上的所谓香喷喷，其实是在用浓烈的香水掩盖令人作呕的体臭！
1703053614# #性命若攸关，不要等宿管！
1695869468# #日本男乒输给伊朗后，张本智和突然用流利的中文接受采访，他责怪比赛现场的氛围：“第一场比赛输了后，现场的气氛完全倒向伊朗队，所有人都在为伊朗队加油，都期望伊朗能战胜我们日本。”打不赢，怪观众，这样就能脱身吗？。日本国内几家主要的媒体都在批评张本智和，奥运冠军水谷隼也在社交媒体上对他
