1691459177# #奇瑞海外出口非常猛
1698207122# #科大讯飞在语音识别方面确实很厉害，这些年一直在找第二支点、第三支点
1698111572# #梁建章：旅游是人类昂贵的精神需求。。10月24日，携程全球合作伙伴峰会上，携程集团联合创始人、董事局主席梁建章表示：“旅游是人类昂贵的精神需求，是一种不容易饱和的高级体验产品，在自动化和人工智能时代，还会保持长期的高速增长。”。。他强调，在心理学上，旅游业满足了难以饱和的高层次需求。在经
1700204392# #如果格力不起诉金星和傅盛，那真是孬种啊旺柴
1702003791# #亦庄龙湖天街这个英文用Paradise合适么，天堂行走？SkyWalk不好么
1693286866# #这一次华为Mate系列居然发布会之前开售一批，没想到啊。这是不走寻常路了
1697285480# #听说微博大V要前台实名了，我一点也不在乎。。。。我实名从博客时代到今天，都快20年了，微博粉丝连100万都不到。不喜欢极端，也不喜欢炒作，粉丝比我都着急允悲允悲允悲允悲允悲允悲
1693558134# #柏林电子展，折叠概念机荣耀VPurse钱包折叠屏首次面世。将外折屏重构为可穿戴的时尚钱包，有创意，赞一个
1697525121# #花瓣支付不对标微信支付支付宝华为的花瓣支付，是对标applepay
1690684685# #允悲
1703412558# #闻会军两天直播，获利840万元，挺厉害的。。。。以后年轻人的梦想估计就是当主播了笑cry笑cry笑cry据说这个产业的营销收割都是一条路的
1698937943# #这张照片，告诉我们，为什么克强总理知道6亿人月收入不足1000元
1697254374# #北三县最大的痛点是什么？是没有并入北京么？不是，是副中心什么时候能发展起来，只要副中心繁荣起来，北三县居民低成本居住在大都会之侧，非常方便，非常划算
1696080373# #yyds，网络流行语，即“永远的神”。我非常讨厌这个词，很不喜欢企业用这个词宣传产品或包装自己，在红旗下长大，虽然不是党员，好歹也是党教育下成长的，我是坚定的无神论者。馋嘴
1691940864# #华为手机的强势复苏，会带动国内供应链生态的复苏和崛起
1701400221# #国之重器背后的中国链据说印度在喜马拉雅山挖隧道，用的是中国盾构机
1691661896# #长城汽车是不是比亚迪“在一起”系列的，长城是不是今天请了一波媒体人去保定了，会不会出现新的派系。。。。只希望国产品牌不要恶性内斗。。。前段时间，比亚迪悬赏捉拿黑公关，被揪出来的黑公关是哪家车企的？
1688377078# #这样下午，整个欧洲就是穆斯林化
1697427819# #自带电子烟模块？
1697285221# #厉害👍🏻👍🏻👍🏻👍🏻跨国企业
1696755136# #荣耀MagicVs2要来了，荣耀折叠屏又要出一款新品
1696060999# #FoFo这一次真的很开心电竞这几年真火，选手很多次上热搜
1689059020# #P2P技术
1696211361# #中国香港队战胜了伊朗队。。。。。。中国足球的希望在香港？
1690799125# #国家应该强制要求银行降存量房贷利率，让银行和客户协商，等于扯淡摔锅。。。现在不抓紧释放消费、减压居民端，时间一长，就把大家的预期熬没了
1692285446# #中国好声音回应李玟录音事件中国好声音其实就是中国好演员，全靠演，应该反思一下自己，真实一些很难么
1695632702# #Mate60全系价格华为Mate60Pro+，一笔丹青，时代之作，售价8999元起。华为Mate60RS非凡大师，极致美学、极致工艺、极致创新的集大成者。两款全新配色，瑞红陶瓷珍贵稀有，玄黑陶瓷尊贵不凡，售价11999元起，今日18:08开启预约，9月28日正式发售。Mate60RS红色陶瓷
1690430825# #从IDC数据看，前六没有拉开差距，竞争十分激烈，OPPO保住了份额，华为同比增长76%、王者归来了
1702081082# #程序员每月只给自己留2千妻子却要离婚既要又要，婚姻不易，妻管严不好，还是现代一些吧
1691582407# #这代码农老了，可以卖房走人，下一代码农接着
1690351882# #也确实是实木。。。。
1697789414# #没文化很可怕
1700721822# #人是喜欢自然的，有天有地，有个院子，才能慢生活一些。你看清朝已经有颐和园了，还要建圆明园
1698113659# #中美经济工作组举行第一次会议美国还在吸血全球，怎么破？
1699063175# #这个同事好帅dogedoge
1696149688# #全民抗战
1700552768# #玩家越多，死的越惨烈，明后年可能就开始洗牌
1693907042# #长沙房价便宜，有什么产业支撑么？应该做不到杭州化
1692499143# #反而会把这些当成炒作，根本不在乎这些，这就是娱乐圈的卑贱之处。广电总局也假装看不见。
1695628096# #刘德华为在刘德华为在，不怕没柴烧嘻嘻dogedogedoge
1694568765# #允悲允悲允悲允悲
1701068432# #现在只是签个框架协议，赛力斯也可以入股
1701162680# #华为平板是中国市场第一，今天发布MatePadPro11英寸版本，全球最轻薄11英寸平板，全球首款支持双向北斗卫星消息的大众平板
1691232432# #华为有些东西，让对手抄，也抄不到喵喵
1704164601# #笑cry笑cry笑cry笑cry
1701748551# #听到一个词，说是2024年的主旋律：万物通胀
1691939029# #下半年，目前可预见的重大利好有哪些？。。1、华为MATE605G来了。。你来补充
1690691442# #之前，不是有人说雄安那边是洼地，容易出现洪涝问题么？这一次暴雨，雄安的情况如何啊？
1690473591# #大众小鹏，上汽奥迪，传统车企开始着急了，等年底华为和奇瑞联合的问界轿跑出来，大家会更着急的
1687877971# #文科大多数没啥用
1697779847# #腾退出来干嘛？让居民住着呗
1700451534# #鸿蒙系统的人形机器人已经出来了，不过，是深开鸿系统版本的。。。等智选车业务搞扎实了，余承东腾出手来，也许华为终端会出智选版人形机器人-鸿蒙智人。。。
1689483579# #现在不让抓了允悲允悲允悲
1691633763# #神舟电脑：8月26日举行成立22周年庆典暨新品发布会。。。。神舟都活下来了，北大方正、清华紫光呢。。。。那些说柳传志造成国有资产流失的人应该低下头动动脑子了
1692957251# #贸易战～新冠疫情、俄乌战争、金融战、日本核废。。。。。一个接着一个，这些年确实太不容易了
1697086458# #买房房产危机，这些事儿对于经商企业人士不难判断，但是，有时候身不由己。比如，我断定2025年以前不宜出手，我媳妇儿却死活非要买，你说能不买么。。。。还贷款了允悲允悲允悲允悲
1700922453# #著名游戏原神也开始做鸿蒙原生应用开发，鸿蒙原生大时代正在波涛汹涌
1693702963# #华为Mate60如何隐藏屏幕挖孔
1692875999# #哪里管这么严，不让用土灶？
1698200325# #微信刷掌绝对是自作聪明的傻逼行为，连公安都不会轻易这么采集生物数据。。立此存照
1698369002# #美国距离下一次911不远了
1697859986# #哈哈维金斯被盖两次
1700471425# #好贵的套件挖鼻
1700028870# #李开复旗下。。。。李开复又不是自媒体，创新工场是一个公司啊。。。
1695649707# #敢为人先，脚踏实地，不是生来非凡，而是敢于非凡赞赞华哥做品牌大使很对，阿华遇到华哥
1694013821# #高通CEO安蒙称，在人工智能领域，高通正在走一条与其主要半导体竞争对手英伟达不同的道路，即将人工智能引入智能手机和其他设备中，而不是数据中心，后者是英伟达更专注的领域。
1698138961# #美国总统拜登对以色列的观点发生转向，已经倾向于中国政府观点了。两国方案才是根本，以色列人和巴勒斯坦人都有和平生存权。
1688450599# #训鼠高手
1698224984# #李佳琦竟然敢玩二选一，搞垄断，真是太狂了，比阿里还霸道。。。。
1692958186# #这种概率很大，好声音在音乐领域，可能对她的伤害比较大
1692185428# #从过日子的维度，也许是
1704183082# #好吓人
1691481558# #根据雷锋网报道，地平线前智能驾驶研发总监廖杰已入职比亚迪，担任比亚迪智能驾驶上海团队负责人。
1695121938# #最美的北京，猜测，哪一个是我媳妇儿拍的
1690353981# #还没交付给客户，客户已经把款项全打过来了。。。。。有点不好意思了。。。
1698564178# #不一定咋样，有的认命，有的不认命，丈母娘下一个指标：要有商品房dogedogedoge
1696079652# #乒乓球女双陈梦王艺迪1：3输给了印度女双。别太瞧不起人家印度人，在高科技战线，印度也和中国抢订单了
1696767259# #我靠，真假？这是要全面挑事儿了
1700886492# #性解放的出人意料
1698136597# #俄罗斯的外交官是真厉害，嘴巴像开光了一样，整天都是经典名句
1693549245# #这就是我的那句话：别把傻逼当个性
1701271714# #拼多多美股市值超阿里当年，BAT被称作三座大山，现在终于全部被翻过去了，80后站起来了
1694845190# #摩托罗拉计划近期在印度市场推出MotoTabG70平板忍者，名为MotorolaTabG84
1700194992# #哈哈哈，最服俄罗斯媒体的文案了，配音也很浪漫
1692694576# #充电五分钟，腿软一晚上
1698935481# #雷军回应小米14发烫系统兼容是一个过程，这一代骁龙芯片应该不至于是火龙
1693294344# #嗯，其实都没有问题了
1702187088# #拿出金税四期的技术力度，什么反腐败都是容易的
1696403890# #得抓紧进华为智选，要不然没机会了
1692782932# #红花会怎么跑到新疆了，不应该在广东么
1693740209# #大学生拿1万2奖学金给村里修路山东农村正在进行农村道路硬化啊，济南应该是领先的啊，还需要学生出钱？不应该啊
1700985105# #中国的第四艘航母，建议命名为中山舰，统一祖国，复兴中华
1692500623# #有种外立面也中式
1688785573# #文班亚马拒绝向布兰妮遭掌掴道歉文班有点不靠谱了，像布兰妮这样的人物，找你签名是给你面子，你还是太把自己当回事了
1701047707# #哈哈哈，外脚背之王赵明剑真是实在人。。赵明剑：“孙兴慜过我的时候朝左边扣了一下，他以为我是英超后卫。在英超，孙兴慜要是往左扣球，英超后卫会跟到左边，然后孙兴慜再换一边走，英超后卫不一定能跟上。。。“但是那时孙兴慜往右边一扣球，我没过去，我节奏跟不上，他以为我过去了所以往左边一走，正好
