1702782518# #董宇辉若想创业俞敏洪愿意投资董宇辉单干会成为类似李佳琦一样的带货主播？
1694142191# #华为Mate60Pro+与Mate60Pro机身三围尺寸完全一致。下图是华为Mate60Pro+难抢的原因是吗？？。华为推出Mate60Pro华为MateX5开售华为MateX5折叠屏
1688362716# #未来中国科普宣传员这些明星都不错！！！优秀，如果有学理工的就更好了。
1686798376# #【机器人减速器小作文】人形机器人大腿部行星减速器可能替代谐波减速器，因为Tesla机器人方案仍在不断改进中，最终没有定下来，等特斯拉官宣才知道。。所以减速器个股异动也是纯属正常。。今日看盘
1701494249# #京东方Ａ：四季度柔性AMOLED需求预期保持增长，全年1.2亿片出货量目标正稳步达成。。个股股价上，恐怕不能给股民带来什么质的飞跃。
1690945800# #沪指3250，能支撑的，别担心，问题是没有主力流入的资金，只能继续反复震荡。早盘追涨不可取啊！！！
1689037023# #【打新必读】港通医疗：医疗器械研发制造及医疗专业系统整体方案(创业板)；。建议申购；公司7.5亿营收对应31亿市值相对还是比较靠谱，上市发行市值并不高，公司过去四年营收业绩均匀增幅。。行业可比公司：。和佳医疗、尚荣医疗、达实智能（及其子公司久信医疗）。。打新申购点赞富三代！
1690858681# #北向资金再牛逼，也就是九牛一毛而已。。禁不起主力机构的出货。
1697110563# #在华为MBBF2023展厅，有一款很mini的基站设备，太阳能板、微波天线、RRU都很小，RRU比一只手掌大不了多少。。图二是华为的微波。。在5G基站建设当中，单个天线需要64个滤波器，因此需要总计大概192个滤波器。在5.5G中需要576个滤波器，因此对于滤波器的需求也成倍增长。。
1693656816# #日本接连发生大规模集体食物中毒平时吹“日本食安”、“日本科学”的诸君，爬出来走两步？。世人对日本人的评价普京说：日本人，不打不行！。李鸿章：此国不除，日后必成大患。。丘吉尔评价日本：极度变态，背信弃义，令人感到恶心。。美弗兰克林.罗斯福：日本人，是有史以来，我见过的最卑鄙、最无耻
1688360971# #【A股的大白马、中特估会率先修复】下午金融股持续拉升，保险板块领涨，东吴证券涨近7%，新华保险大涨6%，中国太保、中国人保、中国平安、中国人寿、东北证券、兴业证券、浙商银行、农业银行等跟涨。
1703732317# #今天A股个股的表现告诉我们一个事实所谓的高标股那已经是昨日黄花让23年的就留在23年吧！
1702359206# #A股供气供热个股的指标。。技术上都给你投机的机会。。寒潮来袭我国大部将剧烈降温新一轮雨雪降温即将发货
1689808080# #读书超话俗语“男占三八必发，女占三八必寡”，读起来朗朗上口，这里的“三八”又是什么意思？你可别理解错了。。这里的“三八”指的是农历每个月里的初八、十八、二十八这三天，古人认为“三八”之日属于阳气旺盛的日子，对男性十分有利，凡是在“三八”之日出生的男孩将来必成大器。。中华文化博大
1687244303# #
1693374037# #A股券商股午后持续走低，山西证券触及跌停，完全符合利好兑现是利空。。特别是证监会减印花税，重大利好下。。。
1694579838# #为正当事业筹款美国真自由：女议员候选人苏珊娜·吉布森(SusannaGibson)在色情网站上直播性爱！在直播中，这个女候选人在直播中声称观众可以通过付费，让她表演指定的个中“姿势”或“动作”。。吉布森的竞选团队还立即发表声明，指责媒体的曝光行为是违法行为，还侵犯了她的隐私，是为了故意羞辱她
1689904115# #如果A股沪指3144不破就反弹，那么是假反弹也是弱反弹。所以这时候的A股，千万别冲动去抢反弹。。谨慎点吧！
1703828202# #A股华为鸿蒙板块异动了。
1695863453# #美国将无限期延长对两家韩企在华工厂进口美芯片设备豁免期。。存储芯片，中低端产品。。iPhone16机型或都配备A18芯片美国可以放开台积电？
1687769760# #复读女生暴涨104分弟弟激动跃起这是要宣传什么？。励志吗？
1698738006# #戴口罩戴口罩戴口罩嘻嘻嘻嘻嘻嘻
1686954719# #每天早起打卡你知道，就算大雨让这座城市颠倒。。.。.。.。.。.。.。公司也照样算你迟到。。。想要有上班以外的生活，于是有了加班。。。早安！。。点赞富三代。
1691650612# #A股要反弹就必须靠证券这个观点对吧！！！。服不服，。不服，让A股打到你服！！！。券商股拉升，太平洋涨停，红塔证券、首创证券此前涨停
1695264978# #深成指距离破10000点，就差12点了。来吧！。A股又是4000家下跌，稳中向好，稳中向好！！！。建议A股第一大股东持股比例不超三成这种建议有什么用呢？
1689419368# #不雅信息事件单位称系因病毒入侵报警吧！等官宣。。我比较好奇的是ChatGPT会怎么解释？
1703731476# #今天朋友们还去买玄学股明天要亏掉内裤的。。理由最简单了，2023年基金，私募市值排行榜大比拼！！！
1701960035# #2.2亿中奖者是倍投陷阱下的幸存者华尔街大佬都惊掉了下巴！
1694039578# #京东方A(sz000725)超话【美股三大指数收跌！苹果市值一夜蒸发超7000亿并不简单】大型科技股多数下跌，苹果、英伟达跌超3%，特斯拉、亚马逊跌超1%，谷歌、奈飞、Meta微跌。
1687606051# #周一A股股民买单，允悲
1694754101# #对方撤回了一个儿子班级群发错信息，不能撤回真的好尴尬。。微信为什么不支持群主撤回消息？
1701003479# #下周，北交所只要没有官方监管信号，资金可能还会继续炒（A股主板主力资金会继续加速流出，特别是早盘10点之前），北交所不过波动会加剧，追高要谨慎！。周末最新消息：突破20万户！北交所打新人数激增。警惕看空者做空者唱空者掏空者
1692761070# #A股酒店为了七夕买的，居然赚到了
1701593343# #官方通报三甲医院超收22万医疗费过度医疗，哪里不这样？。脚脖子疼，得做核磁，拍片子，化验血…。一系列做下来，结论就脚脖子扭着了。
1693787206# #上海认房不认贷上海房价涨跌跟普通人没有太多关系了。认房不认贷又不是降房价，只是降了入场门槛而已！增加了购房者的杠杆而已。。对开发商、银行、信托机构、基金、政府来说盘活楼市，大家都有好日子过。
1688565709# #【龙虎榜】机构借利好清仓大甩卖。。康恩贝(600572)(-7.92%)/中药；。。沪股通1601万买入,3027万卖出；。。四家机构合计卖出2.32亿；。。中报预告大幅预增，股价高开低走大跌，机构借利好出货；。。机构卖出额占总成交额的25.30%；。。单家机构狂卖1.37亿，占总市值的0.9%，超过第九大股东。。。资金流向
1687330590# #股票超话A股沪指3200摸了非AI非仙股，可以加仓。
1703843390# #这女的理直气壮啊！真是颠覆人的三观。。三孩非亲生案女方称DNA也不是100%准确3娃非亲生案女方要求分割房产
1690333437# #为何要提出促消费？。看下图社会消费品零售总额同比增速。
1694480035# #华为概念卫星通信有龙头（华力创通）了，星闪（创耀科技、）已有龙头了，手机配件（捷荣技术）已经好几个板板了，手机端基本集体大涨概率不大了，该细分，再细分了。。重磅《2023世界智能网联汽车大会》，华为云，汽车超级快充（充储一体）、华为智能穿戴、ICT，欧拉，F5G，编译器还没出龙头，就看资金
1699483370# #厦门落羽杉又红了得去园博苑看，那才美。。。。一个人静静的注视着天空，在那遥远的天际里，在那洁白的云端。
1696138687# #华为Mate60Pro供应链订单爆了！
1703063461# #医生建议3种洗洁精最好别用1、浓香型洗洁精；2、散装洗洁精；3、分层、浑浊的洗洁精。。刷碗冲几遍才不会残留洗洁精我洗碗不用洗洁精的。
1699155337# #睡眠不好等于在身体内养毒好好休息，好好睡觉，好好准备生孩子。。。
1690856817# #祝中国女足好运！女足加油！！！必胜！！！我已经给英格兰画了一个小圈圈了。
1691112814# #反正开盘我买证券股
1694742853# #光刻机最近被自媒体炒上天了，别再吹了，国产化50%就已经牛逼上天了。。现在很多还被美国卡脖子，特别是材料，还在日本手里垄断。。再吹，下去，对华为的制裁会来的更猛烈。光刻机
1701747858# #美特斯邦威6.8亿元再卖楼活下去。。。
1699596490# #A股北向资金净流出60亿。。内资主力资金净买入-282.5875亿。。警惕看空者做空者唱空者掏空者
1695086779# #港股，A股都不断的有大股东套现中。。王兴减持理想汽车，4天累计套现3.1亿港元。
1696898042# #【本周A股的三个方向】除了华为主线之外，另外有三个方向中美缓和、数据资产、一带一路。。以色列宣布全面封锁加沙地带以色列巴勒斯坦冲突，难出现大规模的中东冲突，对国际原油油价影响有限。
1693789848# #受美国劳动节假期影响，美股9月4日休市一日。。那么A股呢？该不该雄起？
1692666891# #A股在什么时候可以进场抄底？。。什么情况下可以进场抄底？。。就是大盘拉出中大阳线或深V大长腿阳线之后。。。其他预测都是不准确，唯有一根大阳线解决一切问题。
1700545713# #蔚来汽车卖一辆车亏20万这样吧，我有个双赢办法，我也不买车了，蔚来直接给我10万，蔚来还少亏10万。。你们说，对不对。
1691892525# #夏威夷大火约100人跳太平洋逃生还好是海边，可以跳海躲火。。幸存者说来不及，没有警报，很多人根本没逃出来。。夏威夷据称有400多个火灾监测装置，但是这次一个都没报警。。电视上播了，成片的汽车被烧成架子。如果只是房子成片被烧，还没啥，因为人可能已经逃了，但是车被成片的烧，说明很多人没逃出
1688456970# #日本官房长官松野博一今天上午表示，中国对镓锗相关物项实施出口管制这是不合理的。。打到谁谁急！接下来韩国？荷兰？美国？
1702259160# #上证指数看看$上证50sh000016$股指跌成狗了，主力资金持续流出。。A股个股红的开始多了，跷跷板效应开启。
