1688176316# #新能源车电池竟然长这样。
1690549278# #【《曾国藩家书》摘抄家训50条】。。1、天下古今之庸人，皆以一惰字致败；天下古今之人才，皆以一傲字致败。——曾国藩。。2、士人读书，第一要有志，第二要有识，第三要有恒。有志，则断不甘为下流。有识，则知学问无尽，不敢以一得自足；如河伯之观海，如井蛙之窥天，皆无见识也。有恒，则断无不成之
1696901567# #一个好的伴侣真的很重要，满满的安全感。
1687570330# #男生查分642后没有想象中的激动，和平时一样静静的帮家里烧火做饭。
1697103631# #中国海军救助越南受伤渔民。来源：云南日报
1687862855# #女生在宿舍欲变装特鲁铠甲，动作流程做完之后被放鸽子。
1688798654# #生活的本意就是开心，来草原快乐加倍。
1688685932# #来自大草原的科目三。
1703487935# #河南许昌爱心人士为灾区孩子们现场制作爆米花。12月24日，河南许昌爱心人士，跨越1200多公里，为甘肃积石山孩子们现场制作爆米花，希望这响声赶走冰冷带来温暖和希望。
1693958867# #男生打羽毛球上演极限假动作，疑惑性过大看呆对手，“假动作不可怕，可怕是二次发力了”
1701873559# #门禁：不给进！除非给我笑一个！
1690338005# #二零二三年七月二十五（农历六月初八），外甥女结婚，我拍摄剪辑了结婚庆典视频。祝愿外甥女新婚快乐，永远幸福！。
1698558797# #女子和父亲一起开大车，到服务区父女俩就换着开，累了就换班。
1699246958# #看得出来，狐狸成精了。
1698667838# #【杭州广场舞大妈与80岁大爷PK刮刮乐】近日，杭州一广场出现一巨型刮刮乐的装置，吸引了不少广场舞大妈带道具围观，更又80岁大爷手持铁锹占据C位与大妈们PK。我觉得杭州的人文关怀真的是首屈一指，点赞浙江goodgoodgood
1700633339# #注销中国籍的缅北诈骗犯，被中国警方拒收后，又被拖回缅北！（来源：直播焦作）
1693730203# #起猛了！天津跳水大爷喜提国家队成员，奥运冠军何冲也去天津跳水了！
1689494356# #如诗如画！晨雾拉满水墨江南氛围感。
1687265762# #男生收卷子明目张胆的偏心，求前面男生的心理阴影面积。
1692839611# #8月23日（发布），上海，女孩地铁上给大爷让座位，大爷送给女孩两盒蓝莓表达感谢，女孩推辞不下，又回赠大爷芒果。网友：总有几个瞬间会让你觉得人间值得。
1697583030# #老师给学生过生日，学生给老师送惊喜，双向奔赴的师生情最美好。
1697531660# #爷爷看到读大学的两个外孙女把勤工俭学挣的钱打了600块给自己，眼睛瞬间亮了，立马开始数钱。
1693566902# #守规则平安行，交警劝导出新招，现场举牌还发朋友圈。
1698898748# #欧洲观察｜巴以冲突降低西方对俄乌战争的关注度。
1699157180# #今日灼见的精选超级购物节清单好物分享窗户门窗缝隙沟槽凹槽清洁刷窗槽清洁工具家用窗缝清理死角缝隙擦。【推荐理由】这款窗户门窗缝隙沟槽凹槽清洁刷是家用窗缝清理的利器。刷头细长，能轻松进入窗缝死角，将积尘、蜘蛛网等清除一干二净，让窗户焕然一新。刷子头部采用耐磨刷毛，柔韧不掉毛，
1687647724# #突降暴雨井盖被冲开，摩托骑手徒手将井盖复原。
1701858359# #近日大连，大雾天路中央惊现“轮船”，仿佛进入幻境。网友：“巨物恐惧症”是真的。（来源：新华社快看）
1698239823# #女生在海底捞过生日，闺蜜拿出唢呐献上生日歌。对面阿姨一脸懵，吃饭暂停先看戏！
1702358360# #近日，浙江，老两口一起抬着买好的东西，爷爷“小动作”被奶奶发现后，画面温馨又搞笑。
1701640106# #草原汉子驯马有多威猛，被烈马拖行数米不松手。
1700441418# #【加拿大间谍内讧】曾被中国逮捕的两名加拿大间谍，一个叫康明凯，一个叫迈克尔，在回国后居然闹内讧了！而且这一闹，不仅把大量两人涉及的案情曝光了出来，更把加拿大政府的脸都给抽肿了！（来源：长江日报）
1697815464# #杭州情侣回应不花钱办一场婚礼一般不是特别要好的同事，都默认不参加互相之间的婚礼。如果同事之间有婚礼要参加，基本逻辑是这样子的：去的人，根据自己情况包红包，压根就不要想着以后要拿回来，这就是一锤子买卖，自己量力而行。请的人也要注意，同事之间参加婚礼，你就不是图人家红包的，人能来，
1693027052# #这下爬山没有女孩子喊累了，网友调侃:这哪是武功山，这是老公山吧。
1700626691# #【泰媒：曼谷街头现多名中国籍毁容乞讨者警方称或涉及人口贩卖】据泰国媒体报道，近日，泰国警方在首都曼谷区域内发现并抓捕了多名中国籍乞讨者，这些乞讨者均有着相似特征，即肢体残缺且整个脸部有被烫伤毁容痕迹，泰国警方怀疑此事极有可能涉及人口贩卖。另据泰国网21日报道，在这些乞讨者被捕后
1702903391# #山东高速收费站为因雪滞留高速司机送热饭。司机：不仅暖胃更暖心，山东人真的很好！
1701924743# #【今日灼见的精选好物分享好物推荐】这款新款壁挂式肥皂置物架创意设计，可以有效解决肥皂滑落和沥水问题。它采用免打孔安装方式，无需破坏墙壁表面，方便快捷。而且这款置物架具有网红风格，时尚又实用。完美适用于卫生间、浴室等场所。赶快来购买吧！。【现价】8.44元。
1693099051# #遇见美女
1688807228# #22岁女大学生回家创业养猪，网友：起点就是人生赢家！
1694353577# #北大开学典礼上，教授发言：对于有足够准备的心灵来说，一切都没什么大不了的！
1690408412# #7月26日，吉林。新郎在婚礼上不熟悉流程，一句“过来啊”，引爆全场。网友，多么朴实的一句话，实在人。
1687755616# #好看的皮囊千篇一律，有趣的灵魂万里挑一。
1688942525# #看样子，这个伏天是不想好好过了！
1688764626# #浙江证监局对蚂蚁基金销售有限公司给予警告并处以7368万元罚款，对林思思给予警告并处以15万元罚款。
1694676956# #爸爸带娃花样百出，萌娃躺在“小火车”里，网友：萌娃喜欢卧铺。
1700439514# #直击2023国谈第三天：肿瘤创新药企业齐上阵，谈成增多但拉锯战也打响。（来源：财联社）
1702031316# #男子饭店就餐时突然晕倒，幸好医院重症科室5位护士在此就餐。
1696232054# #中秋国庆假期，很多老乡返回家乡，回家第一件事就是帮父母收玉米，网友：能帮着父母秋收也是件幸福的事情。
1698887798# #今日灼见的精选超级购物节清单味出道核桃包广式糕点早餐面包酸奶夹芯即食面点包子速食夜宵充饥。【推荐理由】。【现价】39元。【券后价】16.8元。【优惠券】3元。
1699921215# #【天津自然博物馆】包括北疆博物院和文化中心主馆区两部分。北疆博物院，位于河西区马场道，1914年由法国人桑志华创办，2016年修复完成后重新开放。文化中心主馆，位于河西区友谊路。2008年，天津自然博物馆被评为“国家一级博物馆”。。。北疆博物院，收藏了桑志华在1914年到1938年，在黄河流域、海河流
1690755591# #7月27日G3188次高铁开封段，男子列车上抽烟被强行处理，抱着车座哭着不肯放手。网友：抽的时候怎么想的？
1692610651# #中国好声音母公司股价大跌无论什么事，一旦资本操纵市场，那么难免会有不公。随着李玟录音事件热度持续，中国好声音母公司星空华文暴跌近20%。
1688939842# #夏天天气热容易出汗，我们一定要多给家人做这个，白菜豆腐三鲜汤，哎呀妈呀，太好喝了。
1690007228# #男孩的动作太危险！在学校加装护栏真的很重要。
1688281441# #你以为的豆腐不是豆腐以后这种食品还是少吃为好！因为，这些你以为的豆腐，其实根本就不是豆腐。
1694783948# #9月10日，四川自贡，7岁女童骑车从路口窜出被轿车撞倒，经抢救无效死亡。交警提醒：希望家长履行好监护责任。
1692361000# #8月17日，中国南海，四川女子航行时遇越南渔船偷捕，用三国语言霸气驱离，举国旗宣誓主权。
1700226297# #中日关系正处于承前启后的关键时期今日谈多点164｜APEC期间，日韩为何都寻求与中方元首会晤？王文：日韩的未来在东亚，美国突然战略转向也超出他们预期。（来源：凤凰卫视）
1700002230# #【点赞！中欧班列跑出亮眼成绩单威武】中欧班列运了些啥中欧班列是共建“一带一路”的标志性品牌。加快推进中欧班列高质量发展，也为新疆加快核心区建设、积极打造亚欧黄金通道和向西开放桥头堡提供了新的机遇。作为中欧班列两大西通道的霍尔果斯口岸和阿拉山口口岸，十年来取得了哪些突破性发
1703298731# #6岁半男孩在临时安置地捡瓶子，为新房子搭建出力，小小的身体扛起麻袋步伐坚定。
1698239568# #10月25日广西，90后小伙陪伴妻子抗瘤7年不离不弃，用爱唤醒植物人妻子。
1689547140# #妈妈带6岁女儿骑游到西藏，这大概是最好的童年回忆了，网友：小小年纪却勇毅向前。
1697779361# #网友：这是学生们最好的榜样。
1699403646# #东北网友偶遇小朋友挖雪洞：忙忙碌碌寻宝藏～立冬
1699860010# #拍张照片证明你在天津周恩来邓颖超纪念馆，位于天津风景秀丽的水上公园北侧，占地面积7万平方米，是一座园林式建筑。馆外纪念广场、巨型花岗岩雕像《高山仰止》、不染亭、纪念林等，与主建筑相互衬托，优雅庄重。这座伟人纪念馆，为全国爱国主义教育示范基地、全国廉政教育基地和国家一级博物馆。
1697170978# #10月12日，巴以冲突地区。巴勒斯坦老人回到被炸毁的家，看着眼前一片废墟掩面哭泣。巴以冲突已致双方超2800人死亡。
1697445897# #一直都在说债主找上门，欠债人主动找上门还是头一回听说。23年前因资金周转欠下20万，温州老板诚信寻人主动还钱，“我真对不住你。”
1692807929# #今日灼见多长个心眼，陌生供货商隐患多多。【转发提醒！奶茶店遭遇120杯奶茶订单诈骗】日前，重庆一奶茶店店主小刘遭新型“订单诈骗”，被骗3万元。一男子自称要订购矿泉水、自热米饭和120杯奶茶。由于店内没有自热米饭，小刘又不想错失“大单”，便联系了其推荐“中间人”，并据此联系到一名所谓
1692617978# #爸爸第一次吃自助火锅满脸拘谨。近日，在广东深圳，女儿带爸爸第一次吃自助火锅。爸爸满脸拘谨，小心翼翼夹东西。网友：我们踩在父母肩上看世界！（来源：）
