1695609060# #真心希望这个是摆拍吧！（视频源于网络真实性不知）。。日常想法
1691128860# #刀郎出生在一个文艺家庭。父亲因为工作的原因，常年在外演出，虽然家中有也有奶奶，但是两人的身体不是很好。所以，教育刀郎的任务落在了比他大5岁的哥哥身上，两人的脾气也都非常的火爆，他们也是经常的有矛盾。。。因为刀郎的年纪比较小，所以每次都是哥哥处于上风，年幼不懂事的刀郎在那个时候，也非
1695618960# #王嘉尔玩得好嗨。。涨姿势想法
1704001560# #为咱强大的中国🇨🇳点赞吧赞赞赞
1692690360# #美女在躲猫猫吗？嘻嘻
1695507360# #流浪猫为了“讨饭吃”，进超市后一秒变“瘸腿”，猫咪...。。涨姿势想法
1700311559# #至此已成艺术茶文化果然博大精深
1700837109# #搞笑名场面分享给大家
1699004325# #是风就要自由，喜欢一个人并不是要拥有，这就是爱情本该样子
1702272536# #爱的试探
1695455220# #宝妈分享哄孩子睡觉的方法。哄孩子还得最原始的语言。网友：到底是怎么发现这些方法的。。涨姿势想法
1688973546# #家里有小孩的注意了
1691420700# #农民还是那种骨子里的亲情。。。。趣过夏天生活
1698581673# #杨千嬅：台下哪位粉丝笑得那么魔性
1694841360# #阿三近期公布了月球上拍摄地球的照片？这是摄像机出问题了吧！把地球拍成平的了～网友:阿三每次都是来搞笑的！。.
1694399640# #人民警察为人民！
1694827860# #川渝女人从小就会“劳资蜀道山”，川渝男人长大了还吃这套！这怕是川渝男人永远翻不过的山了.
1700356560# #总要热爱点什么不然生活多无趣
1695904750# #性教育专家谈大同校园性欺凌事件这种人神共愤的事根本不敢想过…这专家谈这个…就是家庭条件太好了可惜就是有人生没人养的货…希望杜绝发生必须重判绝不能再上演了…
1695740700# #你小时候理想是什么？还记得吗？
1701174150# #太难了！从广西到西安货车司机拉了18吨甘蔗货主却不要了，司机急哭！73万网友直播间爱心守护，甘蔗3小时销售一空……
1689307563# #多么忠心的一条狗啊！
1700555460# #怎么没人扶一下
1689866848# #不要因为有了二胎而忽略老大
1694826061# #没点艺术细胞还真刷不到
1698904320# #残疾女子坚持给摆摊的丈夫送饭，丈夫：看到她跌跌撞撞走来莫名的心酸
1694949360# #扭亏为盈？？？。。我的幽默搭子定格
1701748860# #许老板被夸上天了，恒大二十周年感恩朗诵会！
1696831260# #巴塞罗那大教堂门口团友发生冲突。出门在外更要注意维护国家形象
1693152061# #退伍不褪色！老兵战友聚会，看到有军车经过立马冲到马路边，集体行军礼！
1700904898# #这可是陈楚生啊！冠军的声音简直不要太好听！
1698748080# #猫被夹了&nbsp;这能怪谁呢？
1703057460# #你有没有看懂这个筷子礼里面是什么意思？评论区见
1692490020# #白百何走红毯一镜到底！
1700658561# #姐妹们，对自己好一点，不要每天就围着老公和孩子转，每天留一个小时给自己，做能让自己快乐的事情。
1699704774# #你知道照片中威武霸气的是谁么？这张珍贵照片拍摄于平型关大捷结束以后拍摄的一张珍贵照片，此战他白刃战一人砍死六名日寇！你知道他是谁么？了解他的事迹么
1694478060# #这是我见过最高文化的劫匪雅思六分
1700823785# #光盘行动doge
1695824160# #试烧成功，祝刷到的家人们在接下来的日子里一路红红火火
1699771920# #女子报警家里进了小偷，门从里面反锁了打不开，民警进门后愣住了……
1697783777# #这狐狸藏着了，不想走啊。
1688442595# #这是高手！因材施教这块必须给它拿捏~不放过任何人才
1696924020# #土蜜蜂两口子里应外合共同建房子，齐心协力
1702889556# #女生3小时在雪地踩出上岸祝福。。有趣的灵魂万一挑一，夫妻两人在雪地里转着圈走路。。全国百所高校推出上岸路线
1693723560# #骗子手段千奇百怪，出门在外，一定要加强防骗意识，不要随便相信他人。
1697354738# #加沙遭轰炸后在医院里的孤儿兄妹。。以色列轰炸后的加沙尸横遍野
1698131144# #古力娜扎听粉丝们说话自己都觉得好笑
1695091086# #对，中国人不打中国人。。我的幽默搭子定格
1694607360# #退票：嘻嘻无所谓嘻嘻
1689038664# #男子在茶叶店中殴名女子，直接一拳打头。目前已报警
1688041988# #16岁就跟了这个男人，22岁嫁他为妻，结婚33年，酸甜苦辣都经历过，今天和闺蜜聚会到凌晨12点，出了酒店才知道外面下雨了，老公竟然在车里等了我2个多小时，怕我下雨打不到车，他不会蜜语甜言，却总能让我温暖至极……
1700406376# #歌神：玉米神曲
1688363100# #京城四少不仅杀敌猛，撒尿一个比一个远
1688437125# #在家没事去上海溜溜吧😂
1693209661# #哈哈哈哈哈哈我承认我笑了
1689243510# #给你们听一听，真实现场原声！。。。镜头里的欢乐瞬间
1702018860# #3岁女孩独自在家，恰好遇到快递员上门取快递，快递员一句话妈妈直呼感动。爸爸妈妈们注意提醒：孩子独自在家时一定不要给陌生人开门！
1700976660# #妻子吃饭时不小心把奶茶弄到，丈夫的一个举动让妻子笑了
1695008760# #保洁公司不外传的衣服清洁妙招。。我的幽默搭子定格
1695984324# #编剧情不要这么离谱吧doge
1701677760# #女孩认真地数着奖学金，“书中真的有黄金屋”
1689246151# #这是拍的段子还是监控下的一幕啊？
1698992970# #你会买大牌美妆的小样吗。哈哈哈哈哈我最喜欢薅小样的羊毛doge个人感觉大牌小样质量很好实惠最重要。
1692922560# #百里挑一偷笑嘻嘻允悲允悲允悲
1702983180# #小小年纪已经掌握了国粹赞后生可畏啊允悲
1695817860# #真是一个多福多富婚礼呀，娘家人大气陪嫁，羡慕呀
1697983975# #盘点幼崽的搞笑日常
1687745101# #胡歌的正面与背面！
1695391260# #又骑上了这是…。。我的幽默搭子定格
1702269300# #云霄靠肩表演绝对是到位了，词穷了剩下的你们补陈丽君李云霄
1695994713# #恒大许家印的钱都去哪了
1694488561# #这是一张被日军禁止传播的照片，后被日本反战人士曝光！
1699339620# #法兰西之吻，惊艳了全世界的美人，中西方的审美在她身上毫无分歧！
1700369160# #在新疆偶遇陈伟霆！！穿红衣外套好帅啊！！
1686982090# #闺蜜从科一到科四穿这个去练车，拿证了教练都不知道她长啥样
1702629692# #俞敏洪曾称和孙东旭董宇辉是三角恋自毁千里马捧火高途，俞敏洪将孙董二选一？千万期权是内讧导火索
1694059260# #去世男子的姐姐：“感谢你们还能记得他，我替弟弟谢谢你们，他有你们这样的兄弟值了……”
1691213024# #怒砸李玟老公的女子找到了而当布鲁斯被围堵要离开时，该女子挡住车的去路，不远万里而来，只想为李玟讨回一个公道！
1695272460# #网友：中午发现野生大熊猫，周围没竹子，能发现大熊猫踪迹真是稀罕。。躲雨的大熊猫已被送往救助站。我的幽默搭子定格
1700466720# #小女孩骑完车问妈妈厉不厉害，奶凶奶凶的样子也太可爱了
1701319560# #大宝拉臭臭，二宝被熏吐，这事挺尴尬。爸爸说吃柿子可以压一压，是真的吗？
1693628160# #开学了，男子看到大家的名字懵了，“用毕生所学给儿子起的名字，怎么会这样”？网友：这是进了chenchen窝吗？
1689469194# #女孩吵着闹着要去割双眼皮妈妈怎么劝都没有用没想到割完双眼皮后...
1687472580# #男子训练幼犬学指令动作，坐下握手回窝窝，主人:这是来我家当兵的吗?
1695074760# #蔡李佛（十字拳），巾帼不让须眉👍🏻。。我的幽默搭子定格
1697086801# #马云穿着朴素坐乌篷船，一脸茫然若迷的样子，应该是接受高人指点迷津，表情严肃，频频点头。畅谈许久后，或许累了便睡着了。就像江湖的侠客，坐船品茶，自在又逍遥！
1698576180# #要不是有监控，我都不敢相信
1701781941# #好大儿，你逼的mazer也精神大爆发了
1695340860# #真不知道信球是什么，有懂的吗？。。我的幽默搭子定格
1692845160# #杨坤演唱会刀郎了？这一幕是真的吗？
1695271560# #打结小技巧，快来学习吧。。我的幽默搭子定格
1695170460# #猴子：你个老六越漂亮的女人越坏嘻嘻嘻嘻。。我的幽默搭子定格
1694349960# #在日本东京，给日本人看看中国风猛男
1687841188# #“手出水面头必沉”这份防溺水指南请接收！
1693695660# #迈克尔杰克逊有多爱中国？他回答日本记者的提问让人肃然起敬
1694504760# #一套完整的马克操跑前热身动作，改善跑姿，提升运动表现
1695603356# #以为健康的方式其实不健康。原来是这样啊说得真好涨知识了。。
1687153680# #这辈子都没这么尴尬过🔥
1687133769# #父亲节快乐允悲
1693458060# #吃了匹狼
1703044389# #上海人是懂cityshoot的上海真是一个充满节庆氛围的城市！城市摄影城市漫步，年轻人喜欢在这里拍照留下美好记忆。节日的装饰和公益手办给人带来了满满的节日仪式感。citywalk进化成了cityshoot
1702026060# #老鹰吃福寿螺
1703723460# #作业多啊作业多，我们一家作业多，太阳你写一些，月亮你写一些，太阳月亮来相会，恭喜写作业哟……
1697958780# #天天就知道捣乱，这样的🐻猫，铲屎官都烦恼
1688618833# #当你还在犹豫要面子时，别人已经出手了…
1694790960# #我40岁阿姨都看了好几遍赞
1699197660# #终于过上了回到家就能看到她的日子了允悲
1695261660# #算命先生给皇上算命这段，堪称全局亮点之一，真是百看不厌（2）
1700740920# #还是凯迪拉克最有特点
1700186460# #下次去医院别再像没头苍蝇一样了
1697208087# #沈春阳没见过这么帅的~小沈阳接连遭受无情暴击...
1689671278# #男子车窗随手抛物被小姑娘霸气丢回，恼怒打开车门瞬间，情形大逆转...结果妻子下来一招解决问题
1697031060# #一个视频带你回忆陈佳鹏第四棒到底有多牛！。。微博喜剧现场快乐
1693795560# #李诚儒犀利评价杨坤，说你演得好有点昧良心。。有网友评论“一点面子都不给？”
1692580560# #军训休息间隙男生表演武术，后面几个动作把教官都看呆了。教官：你确定没当过兵吗？
1695220260# #违背妇女意志，要踩缝纫机的！允悲。。我的幽默搭子定格
1698373734# #喜欢就喊出来吧哈哈哈哈。。。。快乐微博喜剧现场
1699772820# #什么牌子的枕头doge
1693901760# #用三分钟回忆一下我们的三个月.
1693820880# #叙利亚小孩用石头砸中国人，现在不教育好社会会替你教育！
1693845960# #大短裤粉拖鞋王校长带女友来外滩吃饭，红色幻影太拉风了，气场逼人路人都惊呆了
1693438260# #请你看稀有的蓝色烟花
1699841401# #上山采野果路上发现的，千万不要靠近陌生水域，太吓人了
1695283260# #全网三观最正确的老丈人，不偏袒，不溺爱，就事论事！赞赞。。我的幽默搭子定格
1703043922# #大家来鉴定下是监控还是摆拍？。。蹭热度，少用灾难来拍这些东西。你知道亲临着真正是怎么回事么doge
1694967420# #你们自己看？韩国机场发生的一幕…
1700010060# #男子骑车撞倒了另一辆车电动车在他手里像不受控制最后都能感受到车主的无奈了
1693317660# #女子驾驶电动车与一辆小车发生碰撞随后女子直接下跪请求原谅，女子手上还拿着200块钱，跪下来求车主说她只能赔这些钱，可是车主坚决不同意女子便开始拉扯男子的裤子，交警也在一旁劝女子赶快起来但是女子迟迟不愿意起身。
1693778760# #少林武术大通背
1687697570# #早知如此，何必当初呢？
1699672200# #“日出嵩山坳，晨钟惊飞鸟，林间小溪水潺潺，坡上青青草。”我们每个人都曾拥有过美好时光。这美好，或是青春岁月，或是学生时代，或是一场未曾预料的人生初见。重温经典牧羊曲，我感觉已身临其境，你呢？
