1698045433# #趁着巴以冲突，日本偷偷就排了
1688219483# #深圳商场人头涌涌，港客赞气氛好。香港回归祖国26周年，不少港人于今早乘坐东铁綫，北上深圳吃喝玩乐，甚至相比早前端午节更人头涌涌，而整个过关流程亦需时30分钟。。深圳大型商场卓悦中心不时听到广东话交谈声，有港人赞内地食肆气氛好，有港妈带同儿子与好友玩两日一夜，表示逾三年未踏足深圳，发现
1698831576# #40块钱的猪肘拼香肠饭，。看了好饿。。谁能懂猪脚饭的浪漫
1698721142# #兔子一直默默在做事。这种从台湾兴起的电诈，曾经在大陆试图发展，很快被打掉。七八年前跑去柬埔寨，灭了后又跑去缅北，以为有军阀保护，现在不听话的军阀也差不多灭掉了，其他军阀还能不听话？下一步，他们能去哪呢？去世界电诈中心印度吗？
1698282526# #当反对不被允许时，批评的声音便会显得刺耳。。当批评也不被允许时，沉默就会显得居心叵测。。连沉默也不被允许时，赞美得不够卖力都将成为罪过。。这次巴以冲突之后，以色列的态度很明确，你只要敢保持沉默，你就是在反对我！。任何一个国家如果敢反对屠杀平民，以色列就会愤怒的说这个国家支持恐怖组织。
1696983989# #清澈的眼睛
1698139413# #男人"衰老"的迹象：。1、头发不长还频繁地掉，眉毛开始往上长，鼻毛也往外长。。2、身高开始不知不觉的"缩水"了。。3、夫妻生活的质量有了大幅度的下降。。4、刚有点凉意，就套上了秋衣秋裤。。5、时常坐在沙发上看电视看睡着。。6、穿衣开始喜欢舒适宽松的，不再有讲究的穿衣搭配了。。7、反应开始变慢，老婆
1688895007# #反思：为什么中国人均发电量远低于美国！。发电量基本上代表了一个国家的工业化程度，中国总发电量位居世界第一，并且遥遥领先其他国家，考虑到中国的人口面积，所以工业化程度和印度完全一个天上一个地下，基本达到了美欧的主流水平，工业规模则完全反超。当然了，中国2022年发电量才美国两倍，人均差
1690945129# #台湾异装癖官员被问：想当女生为什么不切掉？气得破口大骂。台湾省新北地检署男检察官陈汉章有老婆小孩，但平时兴趣是女装穿搭，不仅开设IG帐号分享各种女装美照，开庭也常以女装亮相。。陈汉章近日在IG帐号透露，经常看到网民留言质疑他「那么想当女生，怎么不切掉」，对此他的回应是「GG切不切干你什么
1697084508# #这方法好像不错，既保护了以色列利益，也能让巴勒斯坦人民安居乐业，提交联合国吧！
1690809101# #1死8伤，全是女性......。当地时间7月30日，据美国有线电视新闻网报道，美国芝加哥西区发生大规模枪击事件，造成1人死亡，8人受伤，中枪者均为女性。。芝加哥警方表示，枪击事件发生在凌晨1时左右，有目击者看到多人持枪从一辆黑色吉普车里出来，并向聚集在一起的年轻女性开枪。9名中枪者年龄从20岁至33
1692452499# #美国宣布对中国进口镀锡钢板加徵122.5%反倾销税。美国商务部宣布，对从中国进口的镀锡钢板加徵122.5％的反倾销税，不包括台湾。。美国商务部表示，加徵镀锡钢板反倾销税还包括加拿大及德国，分别是7.02％和5.29％的反倾销税，以保护国内的钢铁制造商。。加徵反倾销税，不包括台湾、英国、荷兰、韩国及土耳
1692434204# #港女数11大内地女难顶打扮，只着LOGO衫、拖鞋着足365日。有港女在网上以「香港人眼中最不能理解的穿搭」为题发文，指自己作为一个香港女生，间中看到街上女生的打扮都会感到不能理解，当中10大最不能理解的穿搭，话题更意外引起香港和内地网民在讨论区热议，更指「这些只系大陆女才会穿同做」。。1.上下
1689916951# #白水煮，蘸酱油，味道，其实也还好。。深圳小天超话
1691055756# #熊猫丫丫23岁生日快乐，回中国3个月“胖若两熊”。8月3日是备受关注的雌性大熊猫“丫丫”23岁生日，也是丫丫4月回中国后的第一个生日。。今年4月27日下午，旅美大熊猫丫丫回国。截至目前，丫丫回国已有3个多月，在这期间北京动物园不时公开丫丫的吃睡日常，不少网友都表示：“丫丫有在好好长胖！”。丫
1694235482# #老公昨晚喝酒喝到半夜回来之后……。野生动物深圳小天超话
1690087818# #上海COS小姐姐，爱了爱了！穿cos服医学生雨中跪地救人。7月21日，在上海漫展场馆外，一名男子突然晕厥倒地。一位穿cos服的女生立即冲上前查看情况，并冒着雨跪地进行紧急施救。救人的女生是苏州大学医学院研三学生，她还陪着患病男子就医，直到晚上10点多才回去。
1695623751# #华为和苹果，一个在坚定发展国产供应链，一个在逐步润印度和越南。等苹果供应链转移完了，对华态度也会迅速和扎克伯格那些犹太资本一样。没什么意外，因为中国工业崛起影响他们垄断剥削了。
1688692587# #好莱坞暑期大片“芭比”（Barbie）以及韩国女团“BLACKPINK”的演唱会近来都因为碰触到“九段线”的问题，在越南遭到抵制。。深圳小天超话
1689608904# #每一步，都是有目的的。
1693540295# #深圳市防台风防汛紧急动员令（2023年1号)。全市广大干部群众：。根据气象、水文、海洋部门预测，超强台风“苏拉”将于9月1日夜间在我市或附近登陆，预计9月1日下午起对我市造成严重风雨影响。为做好超强台风防御工作，坚持人民至上、生命至上，经市委、市政府研究决定，我市于2023年9月1日12时起
1688946389# #港人爆买内地无锡水蜜桃，称比日本桃好。脸书群组「深圳大湾区吃喝玩乐开心分享区」中，有网民分享在内地买「阳山水蜜桃」，大赞又清甜又多汁，售价不过是人民币39.9一盒，一盒有4个，约人民币10一个。。港媒发现，有网民就发帖称：「顶级的无锡水蜜桃才十10块钱一个，好吃又有性价比，香港只能吃日本1
1698888346# #大火箭不是人人能刷的。
1688603890# #台湾岛的退伍兵来厦门旅游，发现鼓浪屿票价90元人民币，又看到有退伍军人免票的规定，于是他尝试用自己的荣民证还有台胞证免票，结果居然真的成功了。。他回去之后表示自己感慨万千。
1699334859# #特朗普拒绝了泽连斯基。据美国《新闻周刊》等媒体6日报道，美国前总统特朗普拒绝了乌克兰总统泽连斯基邀请他访问乌克兰的提议。。特朗普给出的理由是，担心这可能会与拜登总统“产生利益冲突”。此前特朗普多次声称，他能在“24小时内”让俄罗斯与乌克兰结束冲突。泽连斯基不止一次对这一说法表示怀疑，
1695209734# #郭台铭带着跟班，在台湾省各处拉票。。有时候拉票累了，眼睛就放松一下。。郭台铭宣布参选深圳小天超话
1693711515# #一个要核平中国的润人饿死在日本。AKid即王懿，16岁即考上大学，是理工科，后来却考上武汉大学的新闻专业，23岁硕士毕业。来自贵州贵阳，曾在译言、大象公会等媒体工作。曾在推特上称“核平中国没几个无辜的”。自称因不满中国防疫而润到日本，在国内带去的20万很快就挥霍一空，然后还不想打工，就一直
1690761525# #60岁杨紫琼惊爆婚讯！秘嫁前法拉利总裁。杨紫琼与年长17岁的前法拉利总裁尚陶德于瑞士时间本月27日，在众亲友见证下于日内瓦完婚，结束19年爱情长跑！事后，巴西前一级方程式车手FelipeMassa更于社交网贴出疑似二人的婚礼照片。。其中一张相疑是邀请函，上面以英文写着：「我们于2004年6月4日在上海相遇
1695223928# #香港136万人处贫穷状态，疫后贫富差距扩至57.7倍。香港乐施会今（19日）发表《香港贫穷状况报告2023:疫后復常下的两极化復原》，分析政府统计处数据发现今年第一季度香港整体贫穷率达20%，超过136万人处于贫穷状态。。2023年第一季最贫穷一成住户月入中位数为2300元，最富裕一成住户月入中位数为132,600
1694752474# #纽约时报今天又来给印度上眼药了，然后忽悠印度对抗中国。。《纽约时报》：只有一个国家可以成为“西方与其他国家”之间的桥梁，“那就是印度”。。深圳小天超话
1693901199# #日本向世贸提交书面文件，强烈敦促中国撤销日本水产品禁令。日本官员表示，日本可能会向世贸组织（WTO）提出申诉，美国表示将对此予以支持。日本向世贸表示，中国全面禁止日本水产品进口是“完全不可接受的”。日本称将在世贸组织相关委员会解释其立场，通过监测数据证明核废水排放的安全性，并强烈敦促
1696220671# #之前是柬埔寨抗议，现在是缅甸不满，不知道接下来会是哪个国家自己对上号。
1693722869# #因配偶原为中国籍，芬兰财长顾问任命案遭国安挡下。芬兰国家广播公司报导，芬兰财政部长普拉原计划任命芬兰记者奎肯麦基担任她的媒体关系顾问，但芬兰安全情报局认为其伴侣原是中国籍及2016年的一趟中国行，以及他伴侣的双亲是中国籍并曾在2017年来到芬兰。。奎肯麦基：「我们（他与伴侣）2011年在（英国
1692367909# #金融巨鳄押注人民币贬值，称将成下个「黑天鹅」。路透社报道称，根据本月看到的投资者介绍，对冲基金EDLCapital押注中国离岸货币进一步下跌，并表示人民币贬值可能成爲下一个扰乱世界市场的「黑天鹅事件」。。黑天鹅事件是指非常难以预测，且不寻常的事件，通常会引起市场连锁负面反应甚至颠覆。。今年迄
