1697630857# #外媒称浸信会医院遭袭已致至少500人死亡看着真惨。。。
1703235991# #法国农民将鸡蛋大量扔进超市。。抗议零售和代购价格政策。农民以0.57欧元的价格向零售商出售6个鸡蛋，而它们在商店货架上的实际售价为2.67欧元。
1696340662# #沈富雄：如果两岸关系没那么紧张，台湾是不会花这么多钱去造潜舰的
1696957763# #以色列驻联合国代表团发言稿撰主任发表照片称：被哈马斯烧死的以色列儿童
1697541697# #数百亲以色列群体抗议英国广播公司BBC"继续拒绝称哈马斯为恐怖分子"。巴以冲突
1697635688# #以色列国防军又发布了一条对加沙浸信会医院袭击事件的分析：前后图像显示，袭击发生在停车场，而不是医院大楼。并没有像以往以军轰炸的那样造成弹坑或大规模结构损坏。二哈
1696843308# #巴黎市市长安妮·伊达尔戈宣布，埃菲尔铁塔10月8日晚23时将熄灭灯光，9日起铁塔将点亮以色列国旗色。
1697885123# #拉法检查站在20辆卡车通过后不久关闭。。20辆载有医疗用品和产品的卡车穿过拉法检查站，货物被移交给巴勒斯坦红新月会-埃及红新月会
1693655007# #“台谍”台商李孟居，结束一年10个月刑期和剥夺政治权利附加刑两年后，今天返回台湾省。。在机场接受采访时称：再也不去中国了
1703951351# #台湾女老师跟未满14岁初中男学生。。。
1703692774# #女子因在酒吧消费太少遭店家嫌弃12月26日，安徽合肥，女子跟母亲两人去一酒吧打卡拍照，点了一杯酒和一份小食遭店家嫌弃双方发生争执。女子称:和母亲去店内消费，因为只点了一杯酒和一份薯条，店员认为我们点的太少遭到了嫌弃，发生争执后手机还被一店员打掉了。
1697033875# #联合国9名人员在以色列空袭中丧生当地时间11日，联合国近东巴勒斯坦难民救济和工程处（近东救济工程处）发布消息表示，自7日以来，该机构已有9名工作人员在以色列对加沙地带的空袭中丧生
1697130757# #巴黎，一场亲巴勒斯坦示威活动被警察驱散。
1697963465# #一名值班的巴勒斯坦护士发现她的兄弟在以色列对加沙的空袭中丧生巴以冲突超5800人死亡
1695969378# #下水典礼连水都不敢碰的潜艇？允悲
1694622718# #民进党给台湾民众进口的喷蜡鸡蛋
1694104057# #美国CIA直接公开投放招募俄罗斯境内间谍的广告。
1694774408# #郭台铭找了台湾女星赖佩霞担任助手后，一位支持民进党的40多少医生出来指控：9岁在香港被赖佩霞打了。1450这记忆力真好
1695472521# #台湾省队亚运开幕式36位出场
1696522385# #10月4日，安徽安庆，新郎接亲跑错小区，碰巧隔壁也有一对新人举办婚礼，新郎险些接错新娘，闹出大乌龙。。拍摄者崔女士表示，自己是差点被错接的新娘，当时对方下车家人发现不认识都懵了，而且对方开车进来自家把烟花礼炮都放了，最后商量对方赔了烟花礼炮钱。
1703921376# #安倍晋三的遗孀为何在丈夫墓前如此高兴？
1695910326# #美国政府把大麻合法化，把后果推卸到种大麻的二哈
1695917000# #校领导陪新生暴雨中军训
1697641795# #拜登说他出生在以色列。“以色列国是为了全世界犹太人的安全而诞生的，我也是在那里出生的。”
1695651870# #泽林斯基到加拿大国会演讲，加总理特鲁多安排向一个二战老兵致敬，说他是加籍乌克兰人，当年为乌克兰独立而战，泽林斯基挥手欢呼致敬。结果遭犹太人组织强烈抗议，因这个老兵属于纳粹军团，支持希特勒的。特鲁多、泽林斯基们向纳粹致敬，成全球丑闻。挑选老兵的加国会议长已认错，但特鲁多至今不道歉。
1696695018# #耶路撒冷各地的清真寺扬声器呼吁穆斯林奋起对以色列发动“圣战”。
1693702721# #呆弯蓝波万表示不服
1697810216# #艺术家？
1697249526# #鸿海创办人郭台铭跳抖音洗脑歌“我姓郭”台湾允悲。郭台铭找来众多网友拍大陆抖音洗脑曲，改编成“我姓郭”，甚至还有翻桌桥段，被许多网友讥讽水准低劣，短短一天就悄悄全数下架。
1697732216# #活动人士在哈佛商学院组织了一次抗议活动，谴责以色列在加沙正在进行的种族灭绝
1694707590# #这就尴尬了，俄罗斯导弹产量已经远超战前，制裁了个寂寞…
1697267390# #司机高速路上频繁掉头，面对交警处罚称“让我先开回家”，交警：让你开回家我更不放心（来源：烟台高速交警莱州大队）
1697888453# #老年团在列车上又跳又唱三小时，列车员劝说无果。有旅客受不了制止时发生争执。
1699529130# #台网红陈痴汉揭露：在台湾，警察捉一个诈骗犯需要半年时间，而法院判刑80%的诈骗犯刑期少于半年。
1703320535# #一根筋遇上暴脾气
1697116251# #以色列人逃往以色列南部的视频。在视频中，我们看到路边有哈马斯人员和许多平民尸体。
1697817392# #阿塔拉医生在加沙谢法医院被以色列炸死的民众中发现了自己的父亲。。。巴以冲突
1703772575# #民进党籍立委候选人何博文，日前遭爆就读淡江大学硕士论文涉抄袭，校方接获检举后组成项目调查会议，并在本月中进行项目审议会议后，确认他违反学术伦理，因此撤消他的法学硕士学位。
1693640381# #昨晚台风下的香港，看着都疼
1694589361# #勇敢的呆弯人
1694361582# #唐湘龙：美国“搞死了”东芝、阿尔斯通，只有华为撑过去了。台湾
1701428072# #美战机外包、大陆战机国内组装，蔡正元：大陆工业基础美比不上了台湾
1694237172# #德国总理抵达印度。
1697553250# #巴勒斯坦父亲痛苦的跟孩子道别巴以冲突
1697637849# #加沙希法医院里等待救治的巴勒斯坦平民。巴以冲突已超4400人死亡
1701604845# #台军演习用手枪打登陆艇,台退将：简直是螳臂挡车，兵败如山倒台湾
1701420723# #华为明年推出P70手机，介文汲：像素上亿，苹果无亮点了台湾
1696141616# #男子尿急误把高架当隔离带一跃而下广东佛山。南海区大岗互通高速，一司机夜间行车堵车遇三急，不慎将高架误当作隔离带，一跃而下。根据高速公路工作人员最新回应得知，男子轻微骨折，暂无生命危险。
1697120326# #家长当街控诉男老师性侵学生10月12日，有网友上传转发一段视频，视频中家长当街指责男老师在午休时，对孩子做顶胯的不雅动作，还触碰孩子的“下面”，并称该男子用言语威胁不让孩子告诉家长。面对家长的质问，该男子点头默认，哑口无言。
1695651235# #台湾人到印度航空当飞行员后，疯狂吐槽印度环境太糟糕。
1697116030# #欧盟警告埃隆·马斯克，在推特上不许传播哈马斯信息。。欧盟负责人表示，尽管按照欧盟法律的要求发出了警告，但“暴力和恐怖内容”并未被删除。。马斯克表示，他的公司已采取行动，包括删除与哈马斯有关的新创建账户。
1700573851# #帅化民：大陆第四艘075下水！“武统”利器台湾来源：台媒
1697983496# #记者MotazAzaiza今天早上在努塞拉特难民营拍摄的照片，以色列在一夜之间屠杀了114名儿童、妇女、男子和老人。巴以冲突超5800人死亡
1696692233# #以色列平民垃圾箱内匿藏以色列国防军宣布进入战争状态
1698073816# #在以色列，一名罗马尼亚女记者躺在人行道上，声称自己在躲避哈马斯的火箭弹。与此同时，在背景中，市民们平静地行走和骑自行车，这剧本太不走心了。
1693732855# #贼喊捉贼！近日，有日媒号称排核污水后大量商家接到来自中国骚扰电话，博主随机在日本街头询问商家，均表示未接到中国电话。
1695904828# #昨日13架解放军飞机和5艘解放军舰艇台湾省周边巡航
1694867513# #墨西哥国会在展示了一个外星人后，有人烤出了这个世界上独一无二的外星人蛋糕
1696680935# #台军正在为“双十”演练
1694852842# #尹乃菁：民进党就是臭鸡蛋政府，老百姓应该推翻他台湾
1695641372# #乌克兰儿童玩的“抓壮丁”游戏……什么叫耳濡目染……
1699529174# #台湾南投最先进的道路
1695401213# #赖清德：AI也有皿煮精神二哈
1697193902# #赵少康：台湾人专骗台湾人，台湾潜舰难产，台湾自己人在中间搞鬼
1696685327# #突发，东京涩谷发生车辆冲撞人群事件，8人受伤
1703606212# #民众党的副候选人吴欣盈在公开场合说：我是中国人，也是台湾人
1693916111# #台湾省U16男篮东亚排名太低无法参加亚锦赛，绿蛙把责任怪到姚明
1697552759# #今日蓝波万
1695636303# #日本男团0比3伊朗男团日本男团止步亚运会八强全场为伊朗队欢呼加油
1695214690# #台湾治安
1696436750# #男子凌晨2点撬锁开门，被户主察觉后喷撒面粉落荒而逃
1694430685# #台网红馆长：日本不要的禽流感和农药残留的鸡蛋，全被台湾人吃了。。。
1697469005# #在耶路撒冷和特拉维夫遭到导弹齐射后，以色列议会的成员纷纷逃离，议会避难所内人满为患。
1703935491# #台湾第一台电动商用车中华菱利E300。亲民价格。5坐客车：99.7万新台币折合23万人民币。2坐货车：95.5万新台币折合22万人民币。台湾制造超长续航里程300KM。这内饰这外观蓝波万
1696087190# #杭州亚运男子乒乓球单打中国香港队黄镇廷击败了4:3击败了中国台北林昀儒晋身四强
1695489212# #分享图片
1694105023# #哈哈哈哈哈笑死我了，这就是猪队友吗？
1698074151# #立陶宛国会议长窜访台湾省，称其他国家要“仿效学习”呆弯和立陶宛的关系
1694179709# #澳大利亚和菲律宾将签署一项新战略伙伴关系，加强两国的安全和经济联盟。
1696855019# #一名年轻女子录制的一段新视频显示，以色列的音乐节是如何迅速从一个不错的派对变成了为生存而战。
1697630952# #拜登抵达以色列特拉维夫美国总统抵达特拉维夫时，以色列总理内塔尼亚胡拥抱拜登
1697199768# #也门举行游行，支持巴勒斯坦。
1702451096# #台湾地区海底捞因为没有科目三引台网友不满要求店员学习台湾
1697200830# #以色列对巴勒斯坦加沙城内的一辆救护车发动空袭，导致4名巴勒斯坦医护人员丧生。
1695217417# #台湾省“友邦”巴拉圭总统潘尼亚9月19日于联合国大会发言，称“支持”台湾“入联”
1696843684# #以色列总理内塔尼亚胡：以色列动员十万大军，准备推平加沙，彻底摧毁哈马斯武装。
1703517805# #想给孩子一个惊喜，没想到实在是个惊吓。。。。宝爸装扮成圣诞老人给孩子礼物，没想到把孩子吓哭。。
1695211587# #2000多万粉网红直播卖888的手机网上630能买到，主播称该手机市场价6888，自己是补钱发福利给“家人”
1694586523# #9月12日，据阿拉比亚电视台报道，红十字会与红新月会国际联合会称，利比亚东部洪水灾害已导致超过5000人遇难。利比亚东部洪灾遇难者已超5000人
1694622611# #台湾省媒体人唐湘龙收到华为手机后表示：我要裱起来当传家宝。
1696778258# #女子探访恐怖主题酒店，房间内摆放花圈棺材骨灰盒，酒店:顾客年轻人居多大多数人会在里面睡觉，"除棺材房外还有冥婚房娃娃房"体验恐怖房型需要999元
1695916464# #于北辰称两艘潜艇就能封锁宫古、巴士海峡吕礼诗：干脆派2个兵站门口（来源：台海网）
