1701921879# #南方也有大浴池啊，大家不都是坦诚相待？
1692366460# #中泰缅老警方合作打击赌诈集团能把诈骗集团的头头脑脑抓到，再连窝端掉。估计头头脑脑的早就逃了。
1697582315# #吴楚一给陈牧驰转账1314越扒越不禁扒。弱弱的问一句，吴楚一是男的？
1690986008# #味道就那么好？
1701265848# #馋嘴
1693273833# #董明珠自曝70岁没保养70岁心态确实年轻，但也该退休了，把位置让给年轻人。
1693744048# #这种耍嘴皮子的哪里懂得做实事人的艰难和艰辛，他们上下嘴皮翻翻，忽悠一些不明真相的人。工作中，我也遇到这样的人，你搭理他，无非是彼此消耗，一点益处没有。你拿正眼瞧他们一眼你就输了！
1703854365# #3孩非亲生男子称女方家曾劝他想开头上绿油油的一片。还叫人想开点。允悲允悲允悲允悲允悲。更离奇的是，女的都不知道这四个孩子的亲爸是谁。
1702810581# #转发微博
1699271992# #红木家具是贵，主持也富。。。俺也想承包座寺庙，有资源的介绍一下。。。【住持称与女主播发生关系后被敲诈：涉案数百万，主播夫妇被诉】住持与女主播发生关系后被敲诈数百万寺院住持张某与女主播蔡某发生关系，引发了一起敲诈案。11月5日，澎湃新闻从蔡某家属处获悉，近期，该案一审在四川雅安市名山
1701780255# #没什么好剧追了。
1703572617# #这病还好，还有一喝酒就想那个的，不分时间和场合。
1687756724# #Prada代言人蔡徐坤也差不多了。
1692660241# #iPhone换C口安卓不通用如果不通用，那么苹果改C口就毫无意义。。这么个简单的玩意儿都做不到统一标准，其实更准确的说是苹果不愿意统一标准，应该受到市场的唾弃和惩戒。
1702252413# #缅北四大家族终于对这些专吸中国人血吃中国人肉的恶魔算总账了。
1699082595# #工行原副行长张红力被查金融口的烂透了。
1687579759# #女生查分666全家齐喊666这分数挺吉祥的。那们职业高考老哥考了几分？有知道的吗？
1693357801# #两个领舞的身材还不错。
1688371985# #郑爽及其工作室被限制高消费郑爽心中一万匹马在奔腾，人在美国想清净些日子，莫名其妙的被人拉出来挡子弹。
1693922676# #缅北妙瓦底诈骗集团的保护伞被无人机投喂的三颗炸弹送上西天。
1698806214# #苹果三个月市值缩水超4000亿美元产品没有创新力，这代产品质量又难尽人意，没落自是正常的了。
1695787991# #嗯，三院看大门的失职。
1690001045# #回流生就户籍在西安，学生上学在外地，中考时回西安参加中考。
1687055456# #女生全身赤裸发现酒店房间有摄像头没搞明白，摄像头究竟在走廊里还是在房间里？摄像头能不能拍到房间里的内容？。这事应该报警吧！
1703424748# #朱令案的真相问傅政华。馋嘴
1689032566# #任何事情都有利的一面和弊的一面。
1698233797# #辱骂新加坡护士的中国女子被判入狱罚款判的不重，入狱五周又五天，罚款600新元（相当于人民币3200元）。。对小XN来说，相当于渡假了。这种人又不缺钱。。想不明白，都29岁了，还这尿性？
1699271636# #主持有钱，富。
1697705289# #这…
1702308984# #周海媚助理挂机，不否认。本人电话没人接。情况不妙。
1697035530# #这陵园建坏了，风水不好。允悲
1688123019# #奔跑吧延期播出菜粉还在等！挤眼挤眼挤眼
1691890119# #18岁女孩被性侵涉事网约车未备案这事与车子备没备案有什么关系？。司机要想在网约车平台注册接单有一套严格的审核流程的，对驾龄车龄车价都要要求的，得上传驾驶证行驶证保险证明，还不定时对车子验证。。接单时还要对司机人脸验证，有学习有考试。通过才能接单。。至于双证，即车辆运营证和网约车驾驶
1689578944# #那个京城乔姐被人捅的夹不住屎了。笑cry笑cry笑cry笑cry笑cry
1697098150# #某事我的分析是真的，只是另一方没有有杀伤力的重磅证据。
1689957320# #平台肯定会处理司机的，可严了，停派单，罚款。
1690998194# #南昌西站打网约车要多交2元停车费这正常的，停车费、过路费这些费用本来就是该乘客交的，怎么叫司机转嫁到乘客头上？
1693019923# #沈阳音乐学院原党委书记董亲学被查教育系统开始了？
1697034329# #停止销售41款即开型福利彩票即开型福利彩票的摊点突然多了起来。
1696291052# #黄奕外网生图糊的一塌糊涂了，这热搜几钱一条？
1697724597# #没上锁，该干嘛干嘛。
1690943874# #这什么操作？
1702274123# #男子花100块买彩票中8662万捐5300万每到年底大奖就井喷。
1687483041# #大S经纪人发声明这种声明也就虚张声势，胡弄下瓜友。。人家既然公开发声，说明手中肯定有证据。
1690776387# #转发微博
1697803515# #该抓
1693286597# #胡歌删博后发自拍广西美女霸王花唱山歌
1699705894# #命案逃犯藏深山19年每天吃野菜为生也是个狠人，藏深山19年，每天吃野菜。还不如自首蹲监狱，有吃有地方睡。
1689583795# #别松气，倒查20年又不是没有的。
1696300512# #研招网回应女生手滑拒绝保研通知究竟是什么情况，浙大复试过了没，是不是考生骑驴找马？。结果马没找到，驴也没了。。这种情况下，点错概率非常低，二次确认出错概率基本不可能。。这种学生，不要也罢。
1691559429# #仿制药也买600多，只比原研药便宜十几块钱，包含了巨额的公关费用。
1699284599# #关注迟律事件！
1703998352# #转发微博
1692845176# #常规套路。
1687586071# #黄渤王一博八百个心眼子拍戏时都避开面部表情。笑cry
1697581914# #雨馨是实名吗？见过不要莲的，没见过这样不要莲的。自己穿着马甲，让别人实名，果奔。
1695213770# #李佳琦直播间仍有千万观看反正知道李佳琦是头部业务员，他的直播间没去过，以后也不会去，也不会买他推荐的东西，咱人穷志还是有的。。去他的直播间，不买东西还被他说三道四的，他也不开心，我也不开心，双方都闹心，还是互不扰为好。。早前互关的一个网友，对方也算小有名气的主持人、艺人，她直播卖
1697925921# #总结：二代回来了，先开个绿色通道赞
1687569509# #四川彝族乡村体育老师的足球梦想有梦想是好事。现在普通人有梦想的人还多吗？
1687920237# #转发微博
1690381097# #晚上好！
1702483665# #京东多条业务线人员调整裁员叫调整。
1699720499# #谁的女朋友赶紧来领回家。
1703204056# #零下6度。
1687055261# #布林肯来就来呗，一切从简，又不会有实质性的改变。
1703289073# #郑强不再担任太原理工大学党委书记因年龄原因郑强不再担任太原理工大学党委书记。
1701008490# #朱令父亲坦言已经放下朱令案直接点，朱令案凶手就是孙维，别无他人。。凶手是想毁掉朱令，没想要命。。不是同宿三人集体作案。。另二个是心里非常清楚地知道孙维是凶手。这儿不用知情者，是说另二个对孙维投毒事先也是不知情的，是后来一系列的事情让她们明白了，这事就是孙维干的，但是大家都保持了彼
1698398902# #脑子是个好东西，可惜你没长。
1692319081# #我也看过，时间久了情节忘了。
1699968446# #非法滞留缅北人员年底前必须回国返乡不回来的就把这些人捐给缅北，开除国籍。
1692878082# #上海8家日料店7家称无日本进口放心好了，现在所有日料店保证都称没有日本进口货。
1698041213# #老王这糟老头子是大海参吃多了。
1696255534# #看了电影《莫斯科行动》，非常失望。
1701838287# #2.2亿元彩票大奖所涉图片属两名购彩者继续圆，越圆越不圆了。
1697588006# #吴楚一要求陈牧驰公开道歉不知道陈牧驰的富姐女友怎么想，求心里阴影面积。
1695277609# #不是把你拉黑了？
1700137335# #这红旗一般人买不起吧！
1691725223# #转发微博
1702124172# #转发微博
1702870475# #罪犯劳荣枝被执行死刑卿本佳人，奈何做罪。
1687410820# #银川烧烤店爆炸事故31人经抢救无效死亡银川爆炸烧烤店二楼为ktv包房爆炸的烧烤店是网红店，二楼是KTV包房，造成死亡31人，受伤7人。事故责任人9人被控制。
1694562452# #冷空气来打秋老虎浙江暴雨降温一起来快点来啊，热的吃不消了，每晚还是空调加风扇。
1688106135# #能不能找个好点的摄影师？叫我来拍也不至于这水准。
1699671231# #你睡觉经历过鬼压床吗经历过。。是被一美女压的，压喷了，然后醒了。
1703135791# #公司宣称自律35天不用手机奖40万诈骗的新配方。
1696866304# #图3是南瓜。
1698881748# #教体局通报女教师跳楼轻生事件人人都要经历社会的毒打。既然自己不能改变，那就只好适应。
1699355865# #中山二院辟谣乳腺外科团队学生患癌这事儿如果是真的，根本瞒不住。还是再等等。
1703898722# #退款不退货这规则我还没用过，有过二次退货退款，其实完全可以仅退款的，想想大家都不容易，就算了。。我买东西，好评的多，中评差评的，那说明太离谱了。一般的，最多不评论。。我现在买苹果都是在网上买，很多图片看了真的有欲望，挂的都是大凉山或云南昭通的甜心丑苹果，实际都是别的地方发来的不是
1701589231# #转发微博
1695469670# #转发微博
1697718423# #街道辟谣四川被咬女童先动手砸狗一些狗儿子帮狗爹洗地。
1694358649# #转发微博
1702962345# #帮忙扩散提供线索扩散帮寻
1696929272# #油价下调今晚油价大幅下调每升0.07元。
1697189362# #胡歌饰演张桂梅丈夫海清饰演张桂梅海清的演技没得说，一直在线。
1688439343# #扬州那事，只要调查下俩人交往经历和通讯聊天记录，就不难得出结论。
1689421755# #不雅信息事件单位称系因病毒入侵是病毒？
1693045848# #Angelababy造型引粉丝不满广西美女霸王花孔小美唱山歌。
1687573373# #我们是生产性企业，得经常去。
1698242209# #是的。
1699019481# #证监会将出台资本市场投资端改革行动方案有禁止空壳公司上市捞钱吗？
1699527886# #那倒不至于。
1699143054# #被尿憋醒，尿完摸会手机。坏笑
1690787185# #这玩意儿是谁拉稀给喷出来的？
1702952202# #甘肃地震已致111人遇难6.2级，现在天气寒冷，搜救工作也比较困难吧！
1690202785# #真以为是在关心被骗的中国人吗？只不过是借机会恶心中国罢了
1702629928# #转发微博
1694427726# #270余起重特大跨境电诈案告破179名电诈嫌疑人从老挝被押解回国干的漂亮。
1687579279# #俄南部军区司令部附近出现武装人员围魏救赵，前院也失火，后院也失火，雪上加霜。
