1695250156# #均为利益
1697623773# #拜登抵达以色列别怪我想法不够和平，我挺希望他出点事的……既然你支持战争，那你就应该亲身体验下战争的后果：比如飞机被揍下来、来个流弹啥的……让你求锤得锤。
1700291554# #草
1688238690# #不信星座，但最后这段、尤其是最后一句，说的非常有道理：不要在状态不好的情况下做任何决定。
1697640367# #吃米吃面哪个更易胖我一直觉得吃面更容易胖，在北方，很多体力劳动者基本上是只吃面不吃米的。特别是北方的死面，其实做水饺剂子的那点面，加了酵母后，都能蒸一个小馒头了……所以我觉得我在西安减肥特别难，就是因为我喜欢吃面。
1699673653# #那就好很多，要不然像之前的印尼一样，万一有点风吹草动的，就可能对个人来说是灭顶之灾。感觉现在好多去新西兰和澳洲的。
1698768503# #微信新增独立发送按钮挺有意思的：有时候，一些热点让人觉得莫名其妙。如果真的是我自己觉得，也就罢了……关键看评论，好多人觉得：就这？WHY？说买的吧，1.6亿阅读，并且对方这个体量……也没必要啊。所以能看出来，想让哪些流量上去，很容易。
1696326866# #简直啊……汗
1700863867# #互联网公司361都很多年了……这阵风终于刮到了国企。企业想保持组织的活力无可厚非，但很多时候……这个1，可以有很多办法操作。最终往往把干活的逼走，剩下了舔狗。
1699793301# #没出事的时候：你们就是镇山的虎；出了事的时候：你们就是装饭的桶。
1700389718# #不合并吧，小孩少了；合并吧，村里都是些年龄大的和小孩，也很难。
1697726282# #小米的广告其实是可以屏蔽的，并且前两天看过一个测评，国产手机里关掉广告之后，小米的弹出广告是最少的，另外某些品牌真的一言难尽。
1697339219# #老了的标志。得看新鲜的。
1696419945# #微笑
1697085921# #人少的时候背着无所谓，人多的时候就拿到手里拎着。
1695618486# #怪不得共享单车减震那么差这居然不是几年前的新闻，在OFO小黄车还在的年代，就已经是实心轮胎了啊……公共使用的一些产品，不耐操一些，真不行……要不然天天补胎？突然觉得，话题的负责人，村里刚通网络？费解允悲
1697465966# #明天秋裤备好突然看到这么个热搜，赶紧看一下天气预报。确实，明天西安也就开始冷了。大半个北方都会变冷……突然觉得心也有点冷。
1697250759# #甚至，省都算不上。279万人……中国一个四五线城市的规模？
1699673954# #最好在睡前4小时吃完最后一餐所以啊，像我这样的，有的时候10点吃完夜宵，那就得扛到2点才能睡觉啊。允悲允悲允悲要不然凑不够4个小时，心里会觉得难受。偷笑偷笑反正晚饭少吃一点呗。我现在体重几乎又上新高了，减肥压力日益增大。
1687403025# #为什么大家都不再发朋友圈了以前觉得开心、好玩而已。后来加的人多了，发现作妖的人也多。已经好几次看到某某人屏蔽了ABC几个人、但BCD是好朋友，刷朋友圈的时候“暴露了”的情况。有的，就成了笑料。朋友圈和微博，都是图个开心而已，这种心机的，还是远离为好。
1696635335# #SVIP免费领SVIP体验卡免费领送你一张SVIP体验卡，点击免费领取，即刻获得去机型小尾巴、个性Flag、内容权益、动态头像、评论气泡等超多尊贵权益。快快点击链接领取，和我一起畅享SVIP尊贵权益吧！『SVIP体验卡』
1697906434# #大多数时候，我觉得是可以的。我特别佩服和尊敬那些能写的销售。
1700140464# #你这个配置，价格还是很实在的。建议装个正式的系统上去（那可能需要加点钱喽嘻嘻鲜花）
1697725478# #雷军官宣小米14将首次搭载徕卡Summilux镜头人家小米发布个新品，看下面某厂家的人在下面闹得欢的。感觉真TM丢人……粉丝就粉丝，你好好的捧自家东西就得了，跑到别人那边逼逼叨叨的，让人看扁了整个群体。本来我觉得某厂这些年确实不容易，我也经常支持，但是这真真假假的粉丝，真low。
1695357688# #是的。包括遇到一些故障，去查找资料……英文的似乎质量还是蛮高的。特别是那几个大厂的文档，英文的更全。
1698191544# #他们是为了赚钱，又不是真的为了给大家省钱。再说了……他们主要是利用舆论控制厂家，打信息差……中石油、中石化，他们压根搞不定……不理他。嘻嘻允悲
1694970422# #好像说的挺对的。
1700862700# #偷笑偷笑偷笑
1688315460# #MaggieLindemann/CheatCodes/CADE《PrettyGirl(CheatCodesXCADERemix)》
1697244763# #确切的说是俄罗斯有底线吧，毕竟之前算是兄弟，仗打了很久，乌克兰那边还都有电，并且双方轮番守护那个核电站。但以色列不一样，他是想把巴勒斯坦人全部赶尽杀绝。
1698515255# #嘻嘻偷笑
1700863607# #汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪
1696602415# #现在微博客户端上，好多都是没关注人的微博。各种……有的是相关的推荐，有的是推广，还有的是（虚假）广告。没有人能打败微博，除了他们自己作死。
1696658369# #有一段时间特别喜欢公交车最后一排左右两侧的那两个座位。相对来说比较安静，可以静静的看路上的风景。
1700368926# #很多人都特别反对预制菜，其实大厂做的预制菜，在安全性和卫生程度上，比很多路边店都要强很多的。前段时间专门去查了一下资料，很多预制菜现在也不会用添加剂，现在有很多技术可以保鲜。预制菜的趋势很明显……都市人时间越来越少，很多时候外卖也是预制菜，还不如自己买个大品牌放到冰箱。预制菜
1698833308# #九成网络主播收入不如外卖员这不是很正常么？外卖员人家是一份正儿八经的有保障的工作，有人发工资、交社保。网络主播……除了部分金字塔塔尖的极少数人，都是“贵在参与”的玩家。也许很多人就是热个三五天，也没想着重金投入。
1696091109# #如果我中奖了，我不要，可以送给下一个。我转纯粹因为我上个头像是圣斗士一辉，不死鸟、凤凰座。
1696306640# #新能源车一定是中国的时代。goodgood
1687954388# #和远道而来的“异性兄弟”喝个酒干杯。减肥这个事，明天重新开始。——每一次“重新启动减肥”。都是对“胖神”不屈的抗争嘻嘻偷笑。减肥减肥日记
1698521629# #Sleepyhead微笑
1701009838# #家长副驾抱娃幼童被甩出车外身亡很多人都觉得把孩子抱在怀里才是安全的，而忽略了遭受撞击的时候，他自己都无法控制住……这类蠢货，往往和不系安全带因为“司机驾驶技术很好”的有高度重合。开车时你都让孩子坐哪里
1699623605# #小长假那种纯电还是不太行，有的时候进服务区都要排队等很久，更别说充电了。
1698415103# #下班后从客户那儿出来，几个人讨论了一下，附近找了一家“佰人王”串串香过去吃了。这家店在我刚毕业的时候特别流行，现在在西安也又开了很多连锁店。
1688222678# #小红书（huahua1213）借了张图，西安常见的“肉夹馍”实际上是1腊汁肉夹馍、2老潼关肉夹馍、4腊牛肉夹馍。个人口味觉得1更好，但是现在2越来越多，据说是因为物流的因素，更容易储存和加工。4在做肉丸胡辣汤的回民店面几乎都有，也可以尝尝。
1696123146# #老胡在大事上还是挺正的。确实，如果他都看不下去的，一定是不正常的到了离谱的程度。
1697250579# #现在很多地方垃圾桶越来越少，前两天出去见个人，停车场里停好了车之后一路都没有垃圾桶，还是走到那个茶馆之后，放到了茶馆的垃圾桶。匪夷所思……
1695137039# #给大家挖坑挖的简直不要太明显。
1696698092# #所以我一直在想：再换房子，我客厅就不放沙发和电视了，直接两侧放书架，中间放书桌。书桌偏大点，还能摆个茶台。嘻嘻XHS搜了张图，梦想的样子。
1696508770# #
1695645460# #最近在看某官方教材，其中涉及到网络安全的部分……不得不说：就算出书人不那么懂，但是找几家合作公司看看也不至于让人觉得：就这？很多考试，还是和实战脱节太厉害。那考试，绝大多数实战派都过不了。网络安全
1700858180# #别的我觉得还能理解，但是居然有这个“·加点止痛片，喝完不上头。”？？？真的吗？汗汗这就过分了。
1701010131# #特工：苏州梅友机场，你跑不掉了。
1699293397# #666666666
1687631723# #微笑
1694791674# #照目前这个趋势，美国当大哥的时间不会太长了。
1697241056# #不管有没有科学依据，但看上去挺有道理。
1697845310# #毕竟以色列是美国人的爹。
1696415630# #感恩节（印第安人作为美洲原住民，如今在美国的人口数量竟然连全美总人口的百分之二都不到。）
1697722999# #我觉得这个事儿不会有后文的。本来这个事儿也没有解释清楚，后来我觉得他们也不想解释清楚，反正官威就是那么大。以后无论干啥，尽量避开那个地方就是了。（这件事一定会给承德市带来非常大的、长时间的负面影响。）
