1612246621# #其实我想分享一款太赫兹理疗仪，但不擅长直播笑cry
1585993483# #悼念西昌森林火灾牺牲勇士也许已告别，但他们从来不曾远去，只是留在寒冬守护这片热土，守护山林，守护家园！去年，今年，希望明年不要再有牺牲白蜡烛缅怀同胞，致敬英雄白蜡烛
1579957371# #84岁钟南山刷爆朋友圈他说出了寿命长短秘诀。。最近几天一个名字频频占据热搜头条，他就是钟南山院士。。。作为2003年的抗非英雄，尽管钟南山已经84岁高龄了，但前两天依旧挂帅出征，奔赴第一线，令人肃然起敬！。。人们难以想象，这个镜头前眼神坚毅、思路清晰，面貌状态不逊色于中年人的医学专家，已是一
1672840644# #曾光：北京新冠感染人数近1800万，全国感染者超七亿。。我国12月7日放开后的这一轮新冠病毒的迅猛传播犹如一场飓风，超过了国内外所有专家的认知，20天的感染率超过了全球所有国家3年的感染率，真是前所未有，未来究竟会怎么发展也是难以预料。。。77岁的前中国疾病预防控制中心流行病学首席科学家、著名流
1590710892# #你还记得天天饭馆？。。这是在上世纪九十年代以前营业的一家小饭馆。今天的中关村南大街当年叫白颐路（白石桥路和颐和园路总称），如果把白颐路比作一条鱼，“天天饭馆”所在的位置就是鱼腩的地方，这家小饭馆开在农业科学院正门北面，正对北京理工大学家属区大门。两路公交车332、320农科院站点。从经营
1608631496# #这个新兴行业必定会发展壮大。
1627171925# #相由心生，我信！
1608874089# #还是尽量减少聚集吧。
1599274224# #如果真的拒绝了小璐，那么陈赤赤也不该上。。虽然本人觉得外人不要干涉他们的私生活，与你何干？关你屁事doge。但出现在节目这种公共场合就要投鼠忌器，有所避讳了。至于邀请一两个帅气男艺人到没啥，就连姐姐们都开玩笑说很久没看见男人了。阴阳平衡。
1586241012# #四川女子否认遭丈夫家暴16年澄清事实没有错？别到时候跳出来又说女的污蔑男方。首先被家暴勇敢的爆出来，再对于媒体的夸大不实报道，进行澄清。女的三观非常正，你们就是凑热闹不嫌事大呗。不过确实有欠揍的女人，被金钱论害了的女人很多。
1634179907# #及时雨张近东曾经340亿救王健林、200亿救许家印！如今却要跟马云借10亿。。。仗义疏财的宋江在整个江湖出了名，所以各路“英雄好汉”都去找他帮忙，这也为宋江日后的事业打下基础，让他有了深厚的人脉。。。其实在社会中也一直有“宋江”式的人物，比如有一位企业家他虽然财富并不是国内顶尖，但是却曾用34
1637634882# #“泰山会”的绝密往事：。救史玉柱，帮柳传志，接盘王健林。。。2013年11月16日，大陆16个男人的“台北之旅”引起了台湾媒体的密切关注。。。当时这16个男人掌控着超过2万亿人民币的财富，换成纸币可以绕地球三圈。这一行16人，全部来自内地超级富豪俱乐部——“泰山会”。。。据台湾媒体报道，泰山会此次在
1655827250# #女子4x100自接力中国队第四。游泳、滑雪这些一直是西方优势项目（就像乒乓球之于中国），能拿第四已经可以了，一步步来。东京奥运会时我们游泳排第七。
1681370760# #张继科不亚陈冠希，痞幼男友怒分手！。。张继科冠希韵事陆续爆出后，多位女星受牵连，除了景甜等一众女星外，还有坐拥2800多万粉丝的网红痞幼，其面容姣好，身材火辣，靠着机车美女人设迅速成为一名两千多万粉丝的大网红。。。近日痞幼朋友圈曝光，正是痞幼和张继科的床照，痞幼现男友知道后果断分手。从照
1652710324# #马克龙的妹子马林，芬兰美女总理上位计！。。几年前她担任芬兰社会民主党副主席，桑娜·马林毫不掩饰自己的政治野心，尽管没多少人在意她。三年前，34岁的她实现了自己的雄心壮志，成为世界上最年轻的总理。。。俄乌冲突除了捧红演员总统泽连斯基外，在世界舞台上大放异彩的就是这位年轻貌美的芬兰女总理马
1608994463# #整个西安开发定位都非常好。相对来说有章法。比北京做的好。
1607930381# #熬人也是上刑的一种
1583590015# #天边的故事
1603351429# #爱是和世界沟通的唯一正确方式！。。爱人者人恒爱之，。敬人者人恒敬之！。。温柔者人皆悦之，。温暖者天地暖之！。。热爱者事业爱之，。乐助者人皆助之！。。爱是这世上最伟大的事业！。不仅仅是指爱女人爱奶狗，。包括爱一切他人，。天地大爱！。。所以这世界最伟大的事业就是共产主义事业。共产主义的核心就是爱，无
1590708974# #据美国媒体报道，国殇日长周末，成百上千名游客涌入密苏里周欧扎克湖（LakeoftheOzarks），参加一家刚刚解封的酒吧主办的狂欢泳池派对。美国经济
1599955691# #伙伴教育十分重要。
1609245375# #尽量不与人起纷争。疫情本就抑郁
1588294846# #不幸中的万幸。
1610066456# #准奏笑cry作揖
1599446924# #就知道捏软柿子，垃圾人。
1661418295# #为什么初中喜欢的人更难忘。因为初中时绝对是初恋，。那是白月光！。。初恋是第一次让你心里悸动，。那个人是个永恒，。暗恋也是一场恋爱，属于自己的爱情。
1587776418# #虽说共情是一种负担，但更是一种能力。何老师最棒。
1652482281# #西班牙人主帅莫雷诺下课。居然有人说可能会请李铁出山去执教西班牙人，说李铁经常观看西班牙足球联赛，对联赛了如指掌，请他去的话武磊必定会得到更多出场机会。。。可能又是一位冷幽默吧。
1608339863# #中国历史上最霸气的九句话！。。5、一寸山河一寸血，十万青年十万军。。1944年9月16日，蒋介石在国民参政会即席演讲，提出“一寸山河一寸血，十万青年十万军”的口号。从重庆到浙江、福建、江西、湖南、广西、湖北、陕西、贵州、云南、甘肃等省市，出现了中国历史上规模空前的知识青年报名参军热潮。“一寸
1637641742# #相由心生，病从心起！。。一位哲人说过：。你所有的一切，都是内在的结果。。。外在的世界是内心的投影，。身体更是心灵的反应器。。。内心愉悦，则神清气爽，身体康健；。内心压抑，便精神不振，杂病丛生。。。所有的病，其实都是你的心病。。01。。相由心生，病从心起！《黄帝内经》中说:“心者，五脏六腑之主也，故
1603348595# #祈祷平安！🙏🙏。北川再发地震。。。有的同学没戴口罩就跑下楼，。有的同学只戴了口罩。。。还有的同学很淡定说，。小震不用跑，大震跑不了！。在西财寝室五楼，感觉到了……动都不想动。。俺建议，实在不想跑的话，。还是应躲到一些坚固的桌子下面。。四川北川4.7级地震
1698283914# #医疗领域的逆淘汰现象！。。“揭露肿瘤治疗黑幕，我不后悔！”前北大第三医院肿瘤内科医生张煜因揭露行业内幕导致失去了工作，还被无数人围攻，下场令人唏嘘。。。张煜北大医学院研究生，毕业后如愿进入北大第三医院医院工作。张煜对医疗工作充满热情,他的病人们都很喜欢他这个大夫,同事也都称赞张煜工作负
1592954996# #世界不太平，多灾多难的一年，墨西哥又发生大地震，浅源地震。越浅说明距离地面越近，破坏性越大，同样的震级，越浅越严重。还有海啸预警！墨西哥7.4级地震
1607243034# #他背后的人没把他当赚钱工具，这个最重要
1677725533# #全国多地全家发烧，是甲流还是新冠复阳？。网友调侃是去库存，年前囤的药派上用场了！。。新冠未去，流感疯狂来袭！。。近日，甲流（甲型H1N1流感）话题频上热搜，单日搜索量持续升高，紧跟着又是囤药潮……。。很多人一发烧就非常紧张！。。事实上，2022年，美国曾面临十年来最严重流感疫情，其严重程度超过新
1591485256# #犬子的来历。。"犬子"本是司马相如小名，《史记》记载，司马相如"少时好读书，学击剑，故其亲名之曰犬子"。他长大后，也觉得名字不好听，加上又仰慕蔺相如的为人，自己便更名为相如。但司马相如的成名，"犬子"也不断为人所知。人们便争相效仿，谦称自家儿郎，用上了"犬子"一词。那么龟儿子呢？
1638152955# #河南学生呕吐涉事公司事发后才取得许可证。招标文件中的要求难道没有最基本的条件，必须有合法文件吗？连最基本的证件都没有，居然能中标，还说投标文件没有问题，当然如果招标文件就根据中标这家公司给的标准，那当然从文件上看没有问题。但是正常谁能让九月份注册公司基本证件都没有的成为供应商？
1608733198# #黑皮肤家长恐怕不知道什么叫道歉。没人教过他们这个。
1601170928# #感谢自己不曾放弃希望。
1639710926# #当我最孤单的时候，也就是我最不孤独的时候。——贝多芬学习打卡
1582188363# #我发表了头条文章:《战胜瘟神秘诀》
1579482186# #坚决呼吁故宫不允许进车，内部工作人员也不允许开车进去。古代皇帝都不让战马进故宫。现在馆长们怎么就必须开车进故宫呢？故宫又不是你们家的。
1631142540# #天然气暴涨下的居民生活！。。三十年河东，三十年河西！以前天然气便宜…大多人家里装的壁挂炉都是用的天然气，尤其是南方地区。。。现在冬天取暖费用十分可观，若以后继续暴涨多少倍还能用得起吗？以后会成为一个并不好看的装饰吗允悲汗。。。许多用户还想咨询一下，已经装的壁挂炉定了，如果以后想换可
