1702177068# #外籍旅客优先登机致一女子滞留机场蜡烛蜡烛蜡烛阿弥陀佛！
1697171175# #孙海洋希望对人贩子判处死刑是什么人反对人贩子死刑？？？
1693646830# #定向免费医学生考上研究生后欲违约不择手段钻政策空子，对于这样的学生应该取消学籍。
1691561297# #取消公摊是大势所趋吗公摊面积的受益者不止开发商，还有物业公司，供热公司，都是按照房证上的面积收费。
1693012286# #在成都乘地铁被诬告偷拍男子：起诉女生已被法院受理
1696712224# #迷笛音乐节要反思的不是当地群众🙏🙏🙏阿弥陀佛！！
1703883491# #12月30日早报。1.A股2023年收官，过半个股全年收涨，北交所凯华材料成最牛股。2.网约车司机自带被褥睡车里五个月，有人一天跑15小时却攒不下钱。3.广西南宁一对情侣住酒店凌晨遭陌生人开门，涉事酒店称系工作人员交接失误。4.内蒙古公布3死4伤事故原因，二广高速施工中隧道坍塌致路面4车坠落。5.浙江舟
1691974177# #调查称大三甲医生每天工作超10小时医生是否有加班费和医疗腐败没有连带关系，加班费的问题应该去找工会组织。
1692552038# #保姆虐待69岁瘫痪老人庭审时狂道歉看在钱的面子上道个歉。
1692408192# #3娃非亲生当事人追究妻子重婚罪🙏🙏🙏阿弥陀佛！！
1700987235# #近期我国急性呼吸道疾病持续上升蜡烛蜡烛蜡烛阿弥陀佛！还是戴口罩😷
1696834240# #相关部门再回应浙江国祥IPO事项🙏🙏🙏阿弥陀佛！
1694087523# #致学生受伤老师涉嫌故意伤害罪被刑拘打伤学生头骨老师已被拘留🙏🙏🙏阿弥陀佛！
1700342173# #女子花1.8万买衣服一年不发货不退款退款还在审核中……
1701490127# #女子产下双胞胎后称小儿子去向不明蜡烛蜡烛蜡烛阿弥陀佛！
1693780619# #华科新闻学院院长回应张雪峰立场不同，观点不可能一样。
1703706999# #12月28日早报。1.重庆开州区6位村民疑似气体中毒，3人抢救无效死亡。2.陕西绥德一公职人员殴打出租车司机，已被行拘15日并停职。3.辽宁本溪花28亿外包环卫却除不干净雪，当地致歉已约谈企业负责人。4.因向65家卫生室预收罚款，潍坊昌乐一市场执法队长被处分。5.夫妻俩添加兽药至减肥药中再经同伙多地分
1688933657# #警方通报北京政法职业学院学生纠纷🙏🙏🙏阿弥陀佛！
1698137520# #孙卓被拐案抗诉申请被驳回法院认为第一审判决认定的事实清楚，适用法律正确，程序合法，量刑适当，决定不予抗诉。
1690371197# #警方回应女子在KTV遭性侵偷拍如果没有偷拍视频……还存在性侵案吗？
1696200509# #中药材价格出现整体上涨住房可以炒，粮油可以炒，药材可以炒，国计民生……
1691029957# #佳木斯建方舱医院真相开始建方舱医院，用不用储备点口罩？
1692217525# #8月17日早报。。1.中国连续第3个月减持美债，6月持仓创14年新低，日本、英国增持。。2.医药反腐中多地启用“廉政账户”：鼓励缴款人用实名存入。。3.网传云南女大学生被贩卖到缅北，本人发声：没被拐卖，身份信息被盗用。。4.广州一公司加收租户电费80万遭处罚：返还违法所得，罚款40万。。5.呼和浩特一团伙
1695077376# #阿姨刷单险被骗547万民警及时止损人能控制自己的欲望就会活的很幸福，如果人被欲望控制……下一步就是地狱。
1697313330# #恒大汽车败在太有钱了吗太有钱了？谁的钱？
1690496171# #银行回应职工纵容17岁儿子虐猫🙏🙏🙏阿弥陀佛！这家人真的太残忍了……
1697870958# #男子1块钱拍下奔驰卖方拒绝发货这样的拍卖公司？？
1696711972# #蜜雪冰城称将偷餐者绑天桥示众8小时小偷小摸被抓到了处理的很轻很轻……
1692573426# #央视调查甘肃天水古城天水很深，能淹没九个亿的真相。
1702507502# #副局长被儿子举报出轨待遇降为一级科员监管部门会尴尬吗？
1698353951# #清远教育局回应730名新生退学这730名学生的学费能退吧？给学生造成的连带损失学校能负责吗？
1700270164# #女子体验网红千层漏摔成九级伤残🙏🙏🙏阿弥陀佛！又看到网红两个字。
1696982574# #北极鲶鱼究竟是什么鱼北极鲶鱼🐟有反腐功能。
1691974565# #央视起底贩卖社交账号产业链现在手机号都是实名制，办手机卡的时候要求手拿身份证拍照，如果追查手机号，能否抓到骗子？
1701902549# #中学生被打成植物人已列为刑事案件是什么样的家庭培养出这样的暴徒？
1701925904# #江西省民政厅正在调查花10万中2.2亿🙏🙏🙏阿弥陀佛！
1692779197# #2名在缅电诈犯罪嫌疑人被押解回国抓回来两个喽啰，什么时候能把缅甸诈骗的头子抓回来？
1691659920# #湖南一女子与镇干部水库游泳溺亡忽略了这里的水太深。
1701121903# #卫健委回应医院和鉴定所被举报参与代孕为了赚钱什么都做。
1700803943# #警方回应网传城管拔外卖员车钥匙被打看看留言……
1698965657# #官方通报网传哄抢种植户药材事件误以为……，误以为你家的东西是我的……
1695761175# #9月27日早报。1.山西通报小学生遭男同学欺辱：施暴者接受行为矫治，校长解职。2.美财政部以涉伊为由制裁中国实体和个人，商务部：立即停止无理打压。3.苏州包下高铁邀请武汉大学生到苏求职观光，车票食宿全免。4.祖孙照片被造谣是“老少夫妻”，造谣者犯诽谤罪被判刑一年。5.云南一幼儿园老师脚踹幼儿
1691958128# #归国者讲述刀枪下的电诈生活缅北的诈骗组织可以铲除吗？
1703630040# #家长被通知接走发烧孩子后大怒🙏🙏🙏阿弥陀佛！这样的家长……
1697695602# #海滩失踪女童遗体找到蜡烛蜡烛蜡烛阿弥陀佛！
1695450834# #你的微信占了多少存储空间微信里没几个人聊天，聊天记录居然45.6G。
1703584273# #女子酒店里踩空摔瘫痪获赔119万后半生的健康能用119万换回来吗？
1699232528# #东北局地特大暴雪公园里的水塘已经封冻很多天了，树叶早已掉光，冬天的最后一件事就是大雪。
1690919980# #曝宝能集团姚振华被讨薪员工围殴万一被定义为恶意讨薪，千万不要流血流汗又流泪……
1695659424# #女子做手术1年暴瘦70斤成九级伤残医疗产业化……，🙏🙏🙏阿弥陀佛！
1693616239# #地铁被诬陷偷拍男子首曝光现场视频🙏🙏🙏阿弥陀佛！
1700126952# #校方回应网传教师酒驾撞死中学生肇事者身份不便透露……
1690259674# #祖孙3人散步被轿车迎面撞死山东一司机加速过路口撞死祖孙3人交通肇事的最高刑罚是坐牢多少年？？
1696454776# #南阳回应已掌握部分窃贼资料已经掌握窃贼资料，是全部掌握？还是掌握一部分？
1690083646# #交警录入错误致男孩有案底转学被拒看了一些网友的留言……
1693285899# #取消公摊面积合理吗这事只有吃官饭不做官事的阴天大老爷知道。
1695341727# #青年女教师举报遭山东师范博导侵害🙏🙏🙏阿弥陀佛！
1697651427# #10月19日早报。1.加拿大炒作“中国战机拦截加侦察机”，国防部提出严正交涉。2.今年前三季度GDP同比增长5.2%，三季度同比增长4.9%。3.国家统计局回应去年人口总量第一次负增长，人口素质提高。4.南京醉酒女孩疑遭男子当街侵犯，警方称并非强奸，是AI写的不实信息。5.河南10个月大婴儿被拔倒刺后心肺衰
1694473868# #重庆一中学女生遭多人殴打逼下跪如果学校不能保证学生的安全，家长是否可以出手？？
1698720821# #专家称房价大幅下跌老百姓最吃亏🙏🙏🙏阿弥陀佛！房子太便宜了老百姓会吃亏……
1700263896# #一图读懂缅北家族关系网鱼过千重网，网网都有鱼。
1702805313# #男班主任酒后查寝猥亵女学生被行拘耍流氓与喝酒有什么关系？
1694437864# #家长会课件称若投诉孩子考不上高中这是哪个朝代的学校？？
1698065711# #教育局回应著名教师发文意淫同车女乘客🙏🙏🙏阿弥陀佛！老师……
1698894533# #河南淮阳官方回应抢中药事件🙏🙏🙏阿弥陀佛！平安无事。
1690545456# #刀郎轩辕黄帝战蚩尤，涿鹿经年苦未休，神龙负图岀洛水，彩凤衔书碧云里……
1701470307# #女子月子期不愿丈夫上班被婆婆怒斥这样的家庭还能维持下去吗？有维持下去的必要吗？
1699565338# #11月10日早报。1.襄阳警方已查实健桥医院叶某芝贩卖出生证明5份，7人已被采取刑事强制措施。2.南航8日晚系统异常期间支付成功并已出票的机票全部有效，可正常使用。3.黑龙江虎林发现两只野生东北虎，重点区域建议非必要不外出。4.湖南娄底处置一过境危化车泄漏事故，无伤亡，涉事司机被控制。5.湖北一
1688422681# #女子带狗用餐引不满对男子拳打脚踢用谅解践踏规矩，法律在旁边看热闹。
1701902069# #学校回应学生称没课也不让待宿舍蜡烛蜡烛蜡烛阿弥陀佛！
1692956064# #被送精神病院千万富翁已自缢身亡在精神病院自缢身亡。带着怨念走了……
1703997455# #一句话送给2024年的自己🙏🙏🙏祈愿所有人在2024年平安！平安！平安！🙏🙏🙏阿弥陀佛！
1692071916# #青年人城镇调查失业率将暂停发布是暂停，也许有一天会恢复……
1689234009# #女子买69平公寓37平是公摊因果有轮回。🙏🙏🙏阿弥陀佛！
1694296972# #保安宿舍猝死曾4次发朋友圈称执勤室好热蜡烛蜡烛蜡烛阿弥陀佛！
1701670141# #男子捆绑女友获刑7个月🙏🙏🙏阿弥陀佛！七个月后怎么办？
1697837098# #成都恶犬偷跑主人曾出门寻找但没找到传出来的谣言是否和恶狗主人有关系？
1702855555# #警方通报女童险被陌生男子捂嘴拖走人贩子太猖狂了，应该拿出疫情防控的手段来清剿人贩子。
1694576091# #男子考研落榜猥亵11岁女生寻刺激耍流氓和考研落榜没有关系。
1696194549# #10月2日早报。1.多地公布中秋国庆假期消费数据：贵州省前两日突破100亿元；四川假期前三天累计接待游客1257万人次。2.9月百城新建住宅价格环比由跌转涨，四季度核心城市市场有望企稳。3.前国脚宋黎辉回应开网约车：临时替司机顶班，本职是足球教练。4.我国热点论文数量全球占比超45%，世界排名保持第一
1703279713# #警方回应4岁女童被3只狗撕咬蜡烛蜡烛蜡烛阿弥陀佛！
1688772606# #女子无人区遇乞食狼下车投喂🙏🙏🙏阿弥陀佛！
1700812227# #大多数中国在泰乞讨者系正规渠道入境是否有人操控这个正规渠道？
1689384691# #中学采购黑板1块3.8万厂家报价仅1.8万翻倍打滚的吃回扣，这吃相太难看了。
1693819910# #拒绝退伍军人买优惠票客车停运7天官方通报退伍军人买优惠票乘车被拒以罚代管不是万能钥匙。
1691561107# #医药反腐腐败的方式有很多种，医疗产业化的水很深……
1699307513# #住持称与女主播发生关系后被敲诈贪财遇到贪色……
1701734707# #公职人员开保时捷堵小区门控制流量，大事化小。
1699416462# #溺亡女医生遗书称被丈夫长期注射麻醉剂蜡烛蜡烛蜡烛阿弥陀佛！
1693879411# #河北一市委书记上衣被P掉logo引猜测logo被p掉后的故事。
1689162821# #男子办离婚在民政局大厅打老婆公共场合打人，淡定的离开……
1693337715# #鲁山县通报花700多万建牛郎织女雕塑蜡烛蜡烛蜡烛阿弥陀佛！
1703473604# #女子捡到银行卡猜对密码取走4万被抓蜡烛蜡烛蜡烛阿弥陀佛！
1692474732# #8月20日早报。。1.东部战区位台岛北部、西南海空域开展联合夺取海空制权等科目训练。。2.多个省份明确国企招聘目标：部分要求过半名额专门面向高校毕业生。。3.长沙22名家长被骗60万“择校费”，一教培机构负责人获刑。。4.我国将设立黄河口、钱江源—百山祖、卡拉麦里等新的国家公园。。5.常德一卤味作坊发
1704022223# #老太买房记孙子名下后发现孙子非亲生蜡烛蜡烛蜡烛阿弥陀佛！
1701235467# #女儿高烧40度两天妈妈取号取到1600号🙏🙏🙏阿弥陀佛！
1701313455# #老头强暴自己孙女致其怀孕系谣言蜡烛蜡烛蜡烛阿弥陀佛！
1701137680# #48岁教授说年轻人不加班是社会的进步🙏🙏🙏阿弥陀佛！
1691659020# #体重280斤店员被殴打拒不还手不知道是哪个龟孙发明的还手算互殴，老实人只能束手挨打。
1691793748# #18岁女生被性侵长裙检出网约车司机DNA似乎这个网约车司机有些许背景，等官方消息吧。
