1679806719# #人口下降雪崩，没有人，谁来买房子？现在已经够几十亿人住的房子，没有人来接盘。
1673060956# #几乎无人不咳，“大白”时代过去，“大白肺”时代已经来临。。小超市的老板是个六十多的老人，没戴口罩，一手拿收银扫描工具，一手拿着商品翻看二维码，他不时轻咳着。。小区里随处可见，很多戴着普通口罩的人走着，而不是N95口罩。一只N95口罩至少好几元，如果长期戴下去，一个月要增加一
1696579180# #彩虹图旨在成为一种观察长期价格变动的有趣方式，不考虑每日波动的“噪音”。色带遵循对数回归。该指数用于评估比特币所处于的价格情绪区间，判断合适的购买时机。。当币价位于彩虹带越靠近底部，代表投资价值越大；当币价越靠近彩虹带上方，代表泡沫越大，需注意风险。。该数据每日更新一次，更新时间为
1673569391# #今天气温10～16度，羽绒服穿不住了。
1687288192# #漂亮国要推出自己的加密货币交易所，市场闻风而动，大饼比秃直接收复26500，攻占27000，现在28000附近波动，从小周期来看，先爆多，再爆空，短期走势忽上忽下令人无所适从。从大周期月线来看，底部反弹无疑，5月均线成为重要支撑，也是年初至今的反弹趋势支撑。
1660914338# #NFT散场引发加密货币大跌？。8月16日上午，腾讯旗下的数字藏品平台“幻核”正式发布公告：即日起，所有通过本平台（包括腾讯新闻数字藏品馆）购买过数字藏品的用户可自行选择继续持有或发起退款申请。
1660094025# #特斯拉CEO埃隆·马斯克将出售特斯拉股份
1668560440# #据链上数据显示，以太坊联合创始人VitalikButerin再次向狗狗币基金会提供捐赠，本次捐赠规模为2000万枚DOGE，按照0.085美元价格计算约合170万美元。
1658270197# #7月19日，上证指数报3279.43点，上涨0.04%，成交额3960.42亿。。深证成指报12494.77点，下跌0.3%，成交额6007.20亿。。创业板指报2750.87点，下跌1.77%，成交额2095.77亿。。总体上个股涨多跌少，两市超3300只个股上涨。两市成交额9967亿，较上个交易日缩量247亿，成交金额再度跌破
1694307783# #汉初：诡计多端老毒物陈平、奇正阳谋侠者张良。算路极准，上不了台面的毒计，奸计，诡计，前有西汉陈平，后有三国贾诩。。汉初刘邦最为倚重的三个人是韩信、萧何、张良，却很少有人提到陈平，陈平被人所不齿，以至于人们提及汉初功臣的时候，往往会选择性地把他忽视。。陈平
1666346179# #科创板做市有望10月底前实施，14家获批券商准备就绪
1668040404# #币圈市场恐慌情绪增加24.14%
1678225789# #昨晚23:00美联储鲍威尔喊了一嗓子，说要加快加息步伐，造成股、币双跌，三大股指阴棒下沉，将几天的反弹涨幅悉数抹去。。比秃更为跌宕起伏，在美联储鲍威尔话音刚落，比秃瞬间下沉再“旱地拔葱”，短时间内爆完多头再爆空头，再进入缓跌，目前在22000～17000大箱体上端震荡。
1661430853# #8月25日，上证指数收于3246.25，涨0.97%，成交金额4195亿元，缩量389亿元。。深成指收于12104.03，涨0.06%，成交金额5670亿元，缩量1007亿元。。创业板收于2667.3，下跌0.44%，成交金额1881亿元，缩量392亿元。。科创50指数收于1055.89，下跌1.22%，成交金额570亿元，缩量110亿元
1678884272# #美国无人机在黑海被俄军击落，这是在测试美军是不是动口不动手。
1680990435# #排场再大，马英九也只是台湾地区曾经的领导，相当于“正部级”吧。
1688068101# #大饼比秃月、周的kDJ都处于低位金叉向上发散中，中、长期看涨，短期的涨涨跌跌不必在意。
1691611472# #大饼比秃熬到了日kDJ、MACD双双金叉，但是力度薄弱，需要“暴风雨来得更猛烈些”
1692839029# #内地土豪出门，一般避免全家人同乘一架飞机，分散风险，“所有的鸡蛋不能放在一只篮子里”，以防空中事故，偌大家产成为无主之财。。俄罗斯雇佣兵瓦格纳集团，几乎所有高层人员，报括一把手领导普里戈任在内，同乘一架飞机，风险过于集中，结果全部遇难，连报仇的兄弟也没有了，了却了普京心头
1667414955# #早ﾉ☀
1691425532# #妖b1小时放量顶背离b指标
1689157016# #受伤的斗牛犬斗牛犬法国斗牛犬
1669325846# #早ﾉ☀。早晚温差大，非秋非冬，亦秋亦冬。
1664304146# #不要把自己活的像个落难者一样，急着告诉所有人你的不幸，你的经历在别人眼里，只是一个笑话。成长本就是一个孤立无援的过程，人性最大的善，是不让别人为难;人性最大的恶，是见不得别人好。——《遥远的救世主》
1696740750# #三个地雷爆雷：。底层买房产。中产买理财。高净值买信托
1679454371# #这样的工种，说得冠冕堂皇。
1664962449# #从拉美最富裕国家到最贫穷国家需要多少年？。委内瑞拉用了20年。
1658212143# #习酒要上市了
1670292637# #鸣笛致哀，江老走好。
1681650118# #Arbitrum联创兼CEO：目前Arbitrum占据L2约65%的市场份额
1669635064# #云中谁寄锦书来，。雁字回时，月满西楼。。——李清照《一剪梅·红藕香残玉簟秋》
1690029792# #说说工程监理的黑幕。这次三捷公司举报中建八局建设高铁涉及偷工减料隐藏巨大安全质量安全隐患，闹得沸沸扬扬，路人皆知，在官方正式调查结果没有出来前，不好说哪一方的不是。。想说得是，如果工程存在问题，工程监理肯定脱不了干系。。一、工程监理是做什么的。我国是从1
1669044212# #证监会主席易会满称一些投资机构热衷于追逐市场热点“散户化”特征明显
1665641069# #特斯拉CEO埃隆·马斯克在社交媒体发文表示，世界上最好的香水BurntHair可以使用狗狗币购买。
1688731981# #蚂蚁集团被罚71.23亿元
1688602272# #世事无常，明星、金钱、青春、镁光灯，随风轻吟而逝。
1672624809# #消息满天飞，出现新的病毒变异体，遍地又在抢拉肚子药了
1664581655# #大约在冬季。比秃鼻连续四周成交高量+堆量，机构进场“抄底”那么多筹码，是发动明年的春季攻势，还是大约在冬季？也许在冬春交际。
1665878276# #秋天时光
1657745264# #早ﾉ☀。高温模式继续……
1675554348# #心理游戏：小周期高山瀑布，大周期微风涟漪。
1681592734# #比秃币本轮春季攻势趋势向上，这个趋势开始角度小，现在角度变陡峭，且价格走势处于成交明显萎缩的“顶背离”中。
1669246403# #11月23日，上证指数报3096.91点，上涨0.26%，成交额3564.01亿。。深证成指报10972.81点，下跌0.27%，成交额4740.79亿。。创业板指报2340.34点，下跌0.14%，成交额1658.43亿。。总体上个股跌多涨少，两市超3100只个股下跌。两市成交额8305亿，较上个交易日缩量541亿。盘面上，中字头
1663371971# #9月16日，上证指数报3126.40点，下跌2.3%，成交额3550.85亿。。深证成指报11261.50点，下跌2.3%，成交额4442.68亿。。创业板指报2367.40点，下跌2.34%，成交额1470.30亿。。上涨：下跌为674：4201，涨停：跌停为29：43。两市成交额7994亿，较上个交易日缩量1197亿。盘面上，数据安
1665806885# #人生多艰，不如意事常八九，吾人于此当镇定精神，胸中必另有一番境界。。过去事已过去了，未来不必预思量；只今便道即今句，梅子熟时栀子香。。心术，以光明笃实为第一。容貌，以正大老成为第一。言语，以简重真切为第一。平生无一事可瞒人，此是大快。（弘一法师）
1656230517# #比秃鼻在31000~28000横盘了一个月，期间有两次放量上攻画门，再暴跌击破颈线位28000。。这次回落在17000~22000箱体横盘，会不会复制上次的套路，拭目以待。技术观察
1672028723# #同一毒株，染过康复后，普通防护，一般几个月有抗体，不会再染。。。不同毒株，那就厉害了，中国人多，人口聚集的大城市，毒株种类多，携带不同毒株的人多，近距离接触，最容易感染。。。最厉害的个别地方还有2019年毒株，没有进化好，虽然少，但是毒性最强，严重威胁人的生命。。。所以染疫后，各人感受不同
1668048414# #股市热点。web3.0、数字经济、华为概念、乡村振兴各有涨停8家，互联网医疗、区块链、大数据各有涨停7家。
1702808966# #信息就是这样播报的
1687584091# #古天乐拍完戏，骑小电动车下班。
1662502470# #昨晚新冠疫情核酸检测大筛，今晚还要来大筛，疫情何时才是尽头。
1689835837# #春江水暖鸭先知，coinbase触底猛涨，是币圈牛市的前奏。
1687740605# #赞音乐ok
1671613765# #众说纷纭
1675978333# #比秃币自双头筑顶下跌企稳以来，从2022年7月份出现明显连续放量，最大的成交量发生在2022年9月份，次之11月份，再就是今年1月份。。从去年7月以来，出现巨大的成交堆量并延续7个多月，明显有资金进场抄底或补仓。
1656022251# #平台整理再诱多？。比秃鼻5月9日～6月8日在28000～31000平台整理了一个月，期间在5月9日连续几日放量，显示有资金进场，后来在5月31日～6月1日、6月6日～6月8日，两次放量“画门”诱多出货，再跌落28000～31000平台到达20000附近。关于后续走势，可能会复刻上一平台走势，在17000～22000构筑新的
1669507325# #上市的央企、中字头、国企流动的股权，都是不久的将来韭菜们高位接盘的对象。
1677654139# #人生的本质，就是一个人活着。不要对别人心存太多期待，我们总是想要找到能为自己分担痛苦和悲伤的人，可大多时候，我们那些惊天动地的伤痛，在别人眼里，不过是随手拂过的尘埃。。或许，成年人的孤独，就是悲喜自渡，而这也正是我们难得的自由。。——哥伦比亚·马尔克斯《百年孤独》
1692252637# #没钱的时候,千万别要脸，没人给你。。有钱的时候，不用要脸。（毛姆）
1693084708# #前天、昨天的注册会计师考试终于结束了，一年一度的煎熬，但愿一分耕耘一分收获。注册会计师考试注册会计师
1670367096# #12月份股市的小反弹大抵是“补窟窿”之战，弥补财政收入的不足。疫情闹腾得百业萧条，拿什么过日子？掀起的反弹行情，以国资、央企、中字头为主，推升行情利于变现，弥补财政收入。
1664634362# #广富林招牌
1672188628# #中疾控：当前新冠疫情仍在全球持续流行，病毒在持续变异，还存在很大的不确定性。国内的疫情正处在快速上升的阶段，各地防控措施以及公众对防控措施的依从性，各地的人口密度、生活习惯以及地理气候等条件，使得不同地方疫情高峰所到达的时间会有所差异。未来这一段时间，各地会陆续迎来疫情的高峰。
