1691455439# #涨知识good
1695646802# #男子醉酒横卧马路，结果被小车碾压身亡。交警认定：女司机负事故主责，醉卧男子负事故次责。你认为司机冤吗？汗蜀黍说安全
1693653817# #驾照考试科目一考考你：下图哪个交通标志表示会车让行？费解蜀黍说安全
1688817602# #网友投稿：某小区加装电梯引发邻里纠纷，一楼业主不同意装，楼上业主强行拖拽抗议者，让挖掘机开进小区施工。费解蜀黍说安全
1701005401# #无知者无畏，家长带着孩子横穿机动车道～黑线蜀黍说安全
1690508131# #驾照考试科目一考考你：下图哪个交通标志表示禁止车辆长时间停车？费解蜀黍说安全
1695783602# #幸亏大爷躲开了车屁股，这司机倒车太吓人了。汗蜀黍说安全
1700967600# #这白色特斯拉驾驶员是什么情况？黑线蜀黍说安全
1698659100# #高铁站发生的一幕，咋想的？费解余姚北站进入铁路轨道女子暂无生命危险蜀黍说安全
1700704103# #所以，这傻娘们下回还敢。
1694343825# #前车突然减速！发生连环事故……谁的责任？费解蜀黍说安全
1700377201# #斑马线前一个善意的“别车”拯救了两个家庭，有技术有爱心。为好心车主点赞good正能量蜀黍说安全
1695738601# #车主自称开车遭遇碰瓷，因为不知道啥时候说了一句“撞死你”，男子趴车上不下来，当事车主：派出所呆待一天，花两千和解！这………找谁说去？允悲蜀黍说安全
1692879681# #【投票：你觉得中国日料店会大批倒闭吗？思考】日本核污染水排海正式开始全面暂停进口日本水产品你还会去日料店消费吗
1695701943# #【小调查：您支持取消调休吗？费解】休8天上7天你怎么看话题登上热搜，今年中秋国庆假期“合体”，9月29日至10月6日放假调休共8天，形成8天长假，但节后10月7日、10月8日上班，需要连上7天班。调休不如适当增加和延长假期
1702423801# #北方地区隐藏门把手的尴尬，有什么好办法可以最快解决这个问题？允悲蜀黍说安全北京下雪
1703227744# #汗
1696901400# #网友投稿：逆行还这么嚣张？汗汗汗蜀黍说安全
1701063001# #【大快人心！首例讹人老头被判刑】首例讹人老头被判刑，子女被拘，扶人女大学生获赔6.8万！good蜀黍说安全
1692494949# #拧螺丝拧成世界冠军，真是行行出状元good
1699253675# #【父子俩5.2元购入95号汽油6.7元售出，每月可获利近5万元】今年10月，湖北武汉警方接举报线索，称一待拆迁民房内有人偷偷销售成品油。通过线索摸排，警方发现销售的油品为95号汽油，售卖价格在6.7元左右。由于周边工地较多，来加油的多为熟人介绍，卖家王某华、王某力（化名）父子二人每天可卖出7、8
1693033200# #网友投稿：逆行电动车遇到转弯大货车，骑车人死里逃生！你认为这事故谁的责任？费解蜀黍说安全
1687165201# #小车路怒疯狂斗气别车，没想到视频车真敢撞上来。黑线蜀黍说安全
1700058600# #网友：又是油门当刹车吧，这司机牛逼啊，在车里稳如泰山不下车？费解蜀黍说安全
1697756400# #近期的几起车祸！说安全千遍，不如看动图一遍！吃惊自己会开车后才知道的真相蜀黍说安全安全出行
1697419823# #一唱24年，还将赣剧带上央视春晚，太厉害了good
1697421602# #以为是夫妻，没想到是陌生人，危急时刻救人一命，为这位女士点赞赞正能量本周狗屎运最旺的星座
1699363801# #车主开大G酒驾闯卡顶警车…后续被警察破窗带走…网友：这下可真刑了！衰蜀黍说安全
1696492800# #送东西要光明正大啊！消防队门口的大乌龙事件，网友：济宁消防把送礼的粉丝摁地上摩擦了。笑cry经历过的乌龙事件蜀黍说安全
1693657265# #驾照考试科目一考考你：这是什么交通标志？费解蜀黍说安全
1697814001# #因行李太多错过高铁关门时间，女子情绪失控扒门拦车倒地不起。摊手自己会开车后才知道的真相蜀黍说安全
1694338335# #驾照考试科目一考考你：这是什么交通标志？费解蜀黍说安全
1701606600# #在派出所袭警？这也太嚣张了。民警的背摔太帅了good蜀黍说安全
1690693201# #车辆行驶途中突然自燃，危急时刻遇见洒水车！good蜀黍说安全
1694177007# #投票：今年你会从iPhone转华为吗？允悲华为王炸华为
1688202450# #驾照考试科目一考考你：下图哪个交通标志表示禁止超车？费解蜀黍说安全
1702339200# #请您停留1秒钟，向飞行员烈士致敬！🙏🙏🙏。。海军飞行员任永涛，2019年3月12日，在飞行训练中不幸牺牲，时年仅37岁。伤心。中国无战事，军人有牺牲！让我们一起记住他的名字：任永涛。人民英雄永在心间致敬人民子弟兵
1701226602# #good
1701673587# #网友投稿：杭州的机器人会加油了，但是他不会给你推销燃油宝唉允悲蜀黍说安全
1696042801# #把车横在路中玩手机，根本不管别人能不能过得去，这种人到底什么心态？费解蜀黍说安全堵车
1702256401# #斑马线前一个善意的“别车”拯救了两个家庭，有技术有爱心。为好心车主点赞good正能量蜀黍说安全本周狗屎运最旺的星座
1697029201# #网友投稿：熊孩子在列车上疯狂玩闹，旁边家长无动于衷。如果你是前排乘客，你会包容吗？二哈蜀黍说安全
1696908601# #网友：小车弯道还逆向超车，这种真的不值得同情啊…也有网友吐槽旁边大货车司机不厚道，关键时刻还加速了。。。费解蜀黍说安全
1689924900# #电动车带人且没戴头盔，后座用雨伞隐藏仍被交警发现。允悲蜀黍说安全
1701702001# #冰面惊现一团黑影，近身才发现是的孩子…男子不顾寒冷破冰将其打捞起来。这不但救了一个孩子，还救了一个家庭，致敬平民英雄赞救人瞬间正能量蜀黍说安全
1688774403# #网友投稿：这林肯车主是酒驾了吧？现场交警一定要注意自身安全，这样做真的太危险了。汗蜀黍说安全
1691332201# #街边免费停车位被加锁霸占，交管部门：拆！good蜀黍说安全
1702647001# #SUV右拐时，逆行电动车摔倒在车前，两车未接触，SUV被判担次责，交管部门：交通事故不一定要求有实质性接触才发生。衰蜀黍说安全
1698197156# #涨姿势good
1700380801# #网友投稿：这颜色看起来不妙啊，司机大哥你一定得淡定，注意力集中先开车～费解蜀黍说安全
1689566402# #这太恶劣了吧，别人都躺地上还这样打。怒蜀黍说安全
1696980600# #坐标香港，家长带孩子横穿马路被撞飞。你觉得香港司机会有责任吗？费解蜀黍说安全
1693918800# #【地铁判官解说汗】青岛地铁大爷和其他乘客起争执遭小伙打耳光，报警后发现小伙精神有问题。小伙被网友评为地铁判官！虽然是精神病但没关系警方称地铁判官精神有问题
1690261200# #甘肃甘南扎尕那，交警步行逼退逆行的私家车。被网友称为扎尕那最美交警！good蜀黍说安全
1704115801# #网友投稿：据说是因为楼上声音太大，楼下住户不堪其扰，沟通无果后楼下使用了震楼器，于是楼上的住户气呼呼赶来砸门了。汗蜀黍说安全盘点2023
1687770000# #网友投稿：这特斯拉车主也是个人才允悲蜀黍说安全
1701873001# #太嚣张了！视频车排队停车缴费时被白车人肉插队，女子逼停视频车还挑衅车主，下一秒白车撞上右侧栏杆。允悲蜀黍说安全
1699587001# #网友：遇到小车后视镜挂红绳的，要么远离，要么尽快超越。你觉得这种说法有道理吗？允悲蜀黍说安全
1693833429# #驾照考试科目一考考你：如图所示，夜间驾驶机动车遇对方使用远光灯，无法看清前方路况时，以下做法正确的是什么？费解蜀黍说安全
1687325401# #网友投稿：大难不死费解蜀黍说安全
1696514402# #小区内的熊孩子，喜欢的得不到，就毁掉？网友：娘胎里的坏？！汗
1687654800# #盲人母亲的孩子不慎掉下站台，陌生路人与时间赛跑，在火车来临前的千钧一发之际，成功救起孩子，为勇士点赞good蜀黍说安全
1702620001# #网友投稿：物业说我把道闸撞坏了，让我赔偿2000块钱，我把完整视频给大家看一下，希望大家给评评理…这钱该赔吗？汗蜀黍说安全
1692513001# #电动车因鞭炮被迫借道到逆行车道，小车刚好路口出来撞上，所幸后车及时刹住。费解蜀黍说安全
1688954402# #网友投稿：你遇到过前车溜车吗！？幸亏后车反应快。费解周一综合症学车就该挨骂真的是正常的吗蜀黍说安全
1702113028# #允悲
1703237401# #网友：冬天的充电桩太硬了，太尴尬了汗蜀黍说安全冬至
1699767001# #网友：怎么会有这种小孩啊……汗蜀黍说安全
1698291000# #无信号灯的路口发生碰撞，视频车被定全责觉得有点冤。你认为视频车全责冤吗？费解蜀黍说安全
1695958201# #女子错过高速出口变道，被大货车让速不让道撞飞，女子还怪大货车司机没有及时避让她。你觉得大货车的措施正确吗？允悲高速中秋节蜀黍说安全
1700697600# #请停留一秒，为这位先生点赞good。她是中国为数不多被尊称为“先生”的女性之一，她是著名的语言学家李佩，她的丈夫是“两弹一星”功勋郭永怀。她的英文水平几乎和中文水平一样“完美”，长期出任中国科学技术大学研究生院外语教研室主任，为国家外语教学和研究作出了卓越的贡献。她虽经历中年丧夫、
1700202508# #言传身教，父母就是孩子最好的老师good
1700640900# #这得赔多少钱？……陪葬！哆啦A梦害怕蜀黍说安全
1688452202# #浙BL02S5你做的好事藏不住了【幼童高烧昏厥司机闯红灯送医交警：闯红灯等交通违法行为撤销，表扬！good】近日，浙江宁波。幼童高烧近40℃昏厥，家属紧急报警求助，路过的热心司机宋先生见状，带着孩子和家属先行前往医院。随后接警车很快追上了这辆车牌号为浙BL02S5的私家车，拉响警笛、为其开
1696318200# #这摩托车手，这辈子可能没机会怪罪这行人了！费解蜀黍说安全
1695960003# #堵车逮个正着，违法占用应急车道，9分200元。good蜀黍说安全中秋节
1690280305# #网友投稿：俩熊孩子在高铁车厢里踢球，乘务员多次提醒家长却无动于衷。遇到这种熊孩子你觉得该包容吗？
1701008426# #成都警方通报“特斯拉连撞11车事故”：3人受轻伤，驾驶员已被控制。黑线蜀黍说安全
1702609202# #小车错过出口连续变道，大车让速不让道直接将其撞飞。衰蜀黍说安全
1690329601# #老人不慎滑落水中，男子迅速下水救援，上岸后带着孩子就要离开。老人家属问他叫啥名，救人男子答：“我是警察”！good蜀黍说安全
1688090400# #视频车主也太耿直了，碰到别车从来不惯着……汗蜀黍说安全
1702306801# #网友投稿：这种路况还敢开80码，赶住去投胎？黑线蜀黍说安全
1701754201# #网友投稿：只因没有让道白车就疯狂路怒，隔着屏幕都感到害怕，结局太解气。费解蜀黍说安全
1689380989# #当她们收到画时，看到了她们眼里有光。感谢你，温暖了陌生人，也温暖了我们。心
1693189726# #驾照考试科目一考考你：遇到这种路段应该怎么办？费解蜀黍说安全超话
1702108801# #高速倒车逆行被查，这女的还挺嚣张啊。费解蜀黍说安全
1702191075# #有责任，如果造成事故或者伤亡，可以直接起诉
1696933801# #一个要变道，一个偏不让，你觉得有必要吗？费解蜀黍说安全
