1697003519# #在建工地吊车倾倒，现场一路人被压身亡！衰
1695011622# #现在的年轻人，喝酒都不要命，看热闹的也不嫌事大，喝死一个赔钱的时候就有的哭了！
1702301093# #17年绥化哈尔滨的高速，除夕前一天！又到冬季下雪天了，各位高速出行注意安全呢！
1699935449# #账单无缘无故多出四五个菜，买单时被发现！这是把顾客当傻子吗？？费解
1689229787# #在货车道龟速行驶，三十七八度了空调都不开，真不愧是节油大使…
1694320488# #加速应该第一时间超车！长时间和货车并行，这下爽了～
1688448353# #7月2日，湖北武汉，一奶奶用桨板带孙女横渡长江。当事人：不用为我们担心，我是一名游泳和桨板爱好者，孩子会游泳，也有安全防护。。有的网友感觉很酷，有的却感觉缺乏安全意识，大家怎么看呢？？。奶奶用桨板带孙女横渡长江
1698575313# #网友投稿：小区内遛狗发生纠纷。。费解
1692926830# #受前车影响，视频车撞到护栏！前方宝马属不属于肇事逃逸？疑问
1702732475# #不光是理想，北方的冬天车门打不开太正常了！
1690253444# #就连劫匪也害怕冷暴力…
1687678782# #网友投稿d成都春熙路群光广场，一妙龄女子偷sk-II柜台的东西被发现，一开始跟柜姐打起来了，后来警察来了说自己是精神病，在地上赖着不起来…费解
1698998531# #这学校的名字，有点那个……
1688525105# #7月1日，内蒙古呼和浩特市海亮广场，一中年男子偷拍小女孩裙底，被两名青年抓住，并按在地上！。围观者中竟然有人对两小伙说不至于！被小伙霸气回怼：“你家里的女性同志被侵犯了，你至于不？那么小的小女孩，偷拍人家裙底，你们觉得应该不？”
1693665003# #火车上，男子长时间使用餐车座位，乘务员告知长时间占用餐厅座位需要缴费，因为餐厅是乘客消费的地方，为此发生争执！大家觉得收钱合适嘛？？
1700740962# #孕妇嫌男子将车停在自己家门口，偷偷放车胎气被一把推倒～
1693283622# #一位旅居日本的中国博主，在新宿的街头发现一家餐厅门口有块牌子，上面写着：“告诉中国人，本店的食材全部都是福岛产的”。。打报警电话叫来了警察，最后警察劝导店主更换了牌子上的内容，让同时也对这位报警的中国人表示：我们可以帮你传达，但不确定他会不会换！。边上一位旁观的日本老人说：感觉被歧
1695454443# #听起来很有道理！但是消费者保护法可不这样说的…吃瓜
1693407332# #这是我目前为止见过最能吃的吃播！
1693290966# #等到年纪大了，这些年轻人估计会后悔吧。
1698932823# #11月1日，广西柳州，因交通纠纷，男子为保护女友被咬！知情人称：后面肉都被咬下来了！。目前男子已到医院打了破伤风……费解费解
1702186486# #真佩服这种女人，知道怀的不是老公的孩子，还敢生……
1702374633# #我读大学怎么没有遇到呢！
1690905042# #毫不掩饰内心的喜悦～
1694574916# #为了支持李在明连续绝食抗议，韩国首尔一位女市民削发表达自己对尹锡悦的不满！
1694494193# #反正说了也不听，不如称赞鼓励一下呢！
1690431988# #女乘客吐在出租车里，后续的做法气坏出租车司机。
1697165446# #这些老头真的毫无畏惧，逮谁碰谁……
1702278072# #大家觉得哪位队员实力很强！嘘
1691624875# #杭州，男子住在小区里面，只因从事外卖工作，每次回家都要被保安阻拦检查……费解
1697340657# #走大妈的路，让大妈无路可走！
1691580118# #这里样的客人也敢拉，不怕吐车里嘛。费解
1698805189# #爬着出去也要看聊天记录！何必呢……费解费解
1686919344# #什么脑瘫操作。。
1699313434# #网友投稿：火车上卧铺，两个女孩误认为被坐着这个大哥偷拍，要求查看大哥手机。。大哥明确表示：第一，他没有偷拍，第二，你们无权查看手机。僵持许久，女孩找列车员报警，大哥说现在将手机放在桌上，不做任何操作，等乘警过来。。后来乘警过来查看后证实大哥无辜，女孩送了碗泡面表示歉意，大哥接受了道
1691328036# #大妈踩在丹霞地貌上疯狂拍照。8月5日，陕西榆林，在靖边县波浪谷一大妈踩着丹霞地貌拍照！波浪谷工作人员回应称：不允许踩踏，这是不可修复的！
1699514751# #摩托车视角记录下发生事故的瞬间！
1696560364# #结个婚几条烟都发完了，硬是连村口都没出去！
1699595402# #同学图书馆自习因坐女生旁边被训斥。网友投稿：另一段占座驱赶别人的视频！赶完男生赶女生，学校都被这位女生承包了嘛？？？衰
1702270819# #滑雪场碰撞，感觉有点严重哦～
1703030554# #科目三和他相比都保守了！！
1693462797# #开花老师看起来还是那么的精神～
1692586749# #热衷于整形变美，不怕越变越丑嘛。
1688082066# #准备拔掉别人的充电枪给自己爱车充电…这样做不道德吧！
1702197274# #如果警察不管，直接在旁边开个日料店写上“日本人禁止入内”，对冲一下！
1700362793# #正常行驶，被逆行的外国佬鄙视了！！
1694408984# #网友：在工地门口卖盒饭，被保安抢走扔在路边…费解
1691495809# #女孩嫌水果捞太贵未购买遭商家疯狂辱骂。8月7日山西太原，购买水果捞沉重后47元，15岁女孩嫌太贵，并怀疑是否足秤，于是拒绝购买，被商家拉住不让走后，叫来爸爸，却被商家辱骂：你是不是你爸爸的小三啊？？。女孩称派出所调解凌晨一点，商家未道歉。费解费解
1691144933# #怎么就突然崩溃了，是到了不喜欢的楼层吗？？疑问
1698906392# #婚礼砸场子选手！
1692147918# #把孩子养的狗狗卖掉，孩子不舍急的直哭，家里就缺这几百块钱吗？
1695620438# #这柔韧性可还行。。
1687396111# #湘潭县盐埠拦河坝上两个钓鱼的，被突然涨水救起一个，被水冲走一个！衰
1688448262# #网友：周一早上被车撞了还被女的熊了一顿……。如果没有行车记录仪再碰到这种人，后果不堪设想！裂开裂开裂开逆行加塞发生刮蹭反怪车主不懂事
1698893713# #网友发布视频称半挂高速别车！怎么感觉这是自曝呢……晕
1696659921# #这种舞蹈表演都能接婚礼商演了吗？？跪了
1689311885# #只想把自己的女人带走，结果被一顿收拾！！费解
1698839592# #这种体育竞技精神怎么看？允悲
1695612001# #六根不清净，建议赶出寺庙！
1702963640# #发生地震还不赶紧跑，这两人看着都急死了……
1695995125# #高架堵车，这位大兄弟还好吗？？？衰衰
1701132952# #拍摄的兄弟说得对：你可以约出去外面，不应该来这里！
1692278643# #网友投稿：8月17日，男子在上海某医院挂号，因没听清窗口服务人员说话，问第二遍时窗口工作人员就不耐烦了，阴阳怪气说：没有你我照样有饭吃，是不是医生给你开什么吃多了…？费解。男子挂号因没听清楚被工作人员怼
1699104503# #现在老农民种地是挺不容易的……晕
1700056393# #女子驾校内练车情绪崩溃疯狂砸车。11月13日，广东佛山某驾校内，女子因练车练的不舒服滋生情绪，拿起椅子不停地打砸教练车，男子前来将椅子夺走后，女子又开始踹车门、大力掰车门，试图将其掰下来。男子说道要报警，女子言语粗陋，叫嚣道：“报啊，无所谓！”而后又多次脚踢后视镜，使其零件掉落。。
1702042640# #良好的沟通是解决问题的关键！动手不行❌
1687948863# #这是干什么呢？？？
1701789110# #第一次见到敢和理发师动手的！
1695259263# #发现畸形还要坚持生下来！这对孩子何尝不是折磨……汗
1694008155# #面对着三人，男的可能真打不过……
1689494163# #楼下夜宵摊位扰民，楼上泼水驱赶…费解
1701997030# #河南某高校学生表白失败现场！。你说他很敷衍吧，他穿了西装，你说他认真吧，他准备的是花篮！
1688451899# #女子座椅上放东西不让别人坐！女子：我给你说了那有座位，非站我边上干啥。
1702616762# #永远不要惹社会底层的人，因为他们已经没什么可失去的了！衰
1699426220# #碰到突发状况，还是好人多！感谢两名外卖小哥……
1695124086# #不要笑，这也是你带耳机唱歌的样子！
1687787846# #怎么看待火车上这种行为。。doge
1701524019# #没看懂！为什么突然对着女子发火呢？？晕
1696730939# #强行变道互不观察，这操作太要命了！
1701160321# #下一个趴在桌上休息的乘客会不会感到一阵酸臭！费解
1698827748# #没房没车还好吃懒做的男人，能娶到老婆全靠一张会花言巧语的嘴，偏偏多数女人还就信这个……
1693110571# #其实可以告诉孩子，目前核污水排放没那么可怕～
1696389423# #深夜都在马路中间，被过往的车辆撞飞……衰
1701858610# #网友投稿：男子遛狗不牵绳追咬女子两只宠物狗，事后不道歉还抢夺女子宠物狗虐待！
1699957789# #这是什么拳法？？
1699489813# #当闯红灯碰到抢黄灯，这位路人还好吗？？？衰
1701998990# #自己家的东西，砸完了不还要买！何必呢～
1690165817# #放生爱好者集体放生矿泉水，送给环卫工人不比这个积功德？
1690198674# #云南一景区高空玻璃滑道被落石砸断裂，皮划艇相继撞击，游客险些坠落。下方游客直呼：我们两个命太大了……
1691501974# #网友投稿：广东佛山沃达广场，一家三口人肉占车位，沟通无果后报警，警察过来就叼我，说我阻碍交通让我把车靠边去，阻碍交通的根本原因不是他们人肉占车位吗？这么执法是否有失公平？
1687061104# #6月16日，东莞市东浦市场，男子买水果遇到9两称，女摊贩的回应真叫人无奈😮‍💨
1701147665# #看的心惊胆战，不想跳就赶紧回去！
1690624894# #这么随意的逆行，还怪视频车不让路…牛！
1690808263# #大街上男子偷拍女孩没发现，翻看手机还拍摄有其他女生大量照片！！这种情况属于偷拍吗？？晕
1702082319# #可以说是声情并茂了……
1694067009# #老人提出与年轻人换卧铺，年轻人不愿意被老人吐槽：年纪轻轻的，你妈白养你了……费解费解。年轻人不愿意换卧铺被老人骂
1697342460# #骑着电摩去卡汽车的走位！这次碰到暴脾气了…
1688621835# #绝望的54号考生……
1689163768# #行车纠纷，这位大姐可太厉害了…允悲
1690629507# #7月29日，南京南到长春的高铁上，几名熊孩子脏话连篇一路吵闹，列车员数次提醒无效，热心乘客挺身而出一顿怒斥，获得阵阵掌声……。高铁小孩吵闹怎么处理
1696048255# #出租车司机：钱是真难挣呀～哈哈
1693231790# #这是在干什么呢？？
1692111237# #中医针灸，这是在治疗什么病？衰
1692709786# #网友投稿：天府红有个大妈推倒两个coser，骂她们是崇洋媚外，替她们父母教育一下！具体是否有其他原因不得而知。。费解。大妈推到cos圈女孩骂她们崇洋媚外
