1693727018# #洗完澡后不要马上穿内裤湿裆
1703204060# #消防员怕弄脏老乡家席地而卧：20日晚，天寒地冻，在青海搜救的消防员受老乡盛情邀请入屋休息，消防员怕弄脏家里选择席地而卧。辛苦了！（
1696288744# #
1701834114# #【加塞！别车！骂人！北京这个嚣张女司机被拘】今日说法这两天，一段轿跑女司机加塞不成别车骂人的视频引发关注，北京警方经工作查明：11月20日8时许，女司机李某某驾车行至东五环化工桥附近路段时，因不满正常行驶车辆未对其违规变道行为进行避让，遂将该车辆别停，并对司机进行辱骂。目前，朝阳公
1698629851# #佛教文化遗产！
1687164887# #
1687040828# #官方全面审查校长猥亵残障女学生案近日，网传关于湖北随县博爱特校刘某某强制猥亵案的相关信息，引发关注。17日，随县法院回应，已成立工作专班，正对该案件进行全案审查。此前报道，随县博爱特校刘某某在四年间，频繁将残障女生叫到自己的办公室进行强制猥亵。
1696153518# #
1695261368# #
1688824271# #
1691304256# #对形式主义官僚主义的东西来一次检视。。学习贯彻习近平新时代中国特色社会主义思想主题教育是一件事关全局的大事。近日，习近平总书记在四川考察时指出，要对主题教育的实效进行科学、客观评估，强调评估主题教育成效，很重要的一个方面是看形式主义、官僚主义是否得到有效解决，要对形式主义、官僚主义
1701733720# #【突发！小米、华为代工厂实控人被逮捕】
1703145962# #哈哈
1687009609# #
1696752957# #
1703920316# #经济砖家”吴小平说：只有老百姓存款负利率，才能救经济！
1701833909# #【落马官员贪污受贿数十万元获刑6年：挪用养老保险金、扣发职工奖金补助】12月5日，廉洁四川发文披露落马干部泽加的贪腐细节。泽加出生于一个并不富裕的藏族农村家庭，“小时候，能吃上牦牛肉干、喝上酥油茶就很开心幸福了”。2001年，他由医入仕，随着职位的升迁，他对奢靡产生向往。在与商人老板的
1688111316# #广西这条直通边境的高铁，有了重要进展！6月28日下午新建崇左至凭祥铁路（以下简称崇凭铁路）全线控制性工程上金左江双线特大桥主桥索塔顺利封顶为下一阶段施工奠定基础。。崇凭铁路是广西壮族自治区统筹推进的重大项目，于2022年7月开工，预计2025年开通运营。截至目前，崇凭铁路全线路基土石方累计完成
1699144332# #建设单位依法与物业服务人订立的前期物业服务合同，以及业主委员会与业主大会依法选聘的物业服务人订立的物业服务合同，对业主具有法律约束力。
1700357406# #205国道宿淮收费站在舆论汪洋大海中彻底泡汤
1700400272# #王自如与董小姐事件仍在发酵，金星调侃八个字，董姐甩出二十一个字，高手对诀，妙语连珠！
1692681859# #
1690946960# #
1703813945# #在搞钱和搞对象之间我只想搞笑不搞事最好
1692073816# #农民进城落户后，能继续保留宅基地吗？。。根据《中共中央国务院关于坚持农业农村优先发展做好“三农”工作的若干意见》的“坚持保障农民土地权益、不得以退出承包地和宅基地作为农民进城落户条件”规定精神，不能强迫进城落户农民放弃其合法取得的宅基地使用权。。。《中央农村工作领导小组办公室农业农村
1701318946# #两家公司董事长失联好好找找，贴个寻人启事，最好贴到庄园或度假酒店里可爱
1691908441# #“不说话、不下车，收钱即走”，医院院长贪腐细节披露！商讨回扣事宜时，选择在没有摄像头的地方面谈；。。收受回扣时，选择在郊外的公路上，不下车，收钱即走，全程没有语言交流；。。利用医学专业性强的壁垒，在医药用品、医疗仪器等招投标上，巧设“技术参数”“药效参数”等特定条件，加码“定制”招投
1690586981# #第31届世界大学生夏季运动会开幕式28日晚在四川省成都市举行。国家主席习近平出席开幕式并宣布本届大运会开幕。
1694736553# #文旅部、公安部：近日联合发布通知，要求大型演出活动实行实名购票和实名入场制度。面向市场公开销售的门票数量不得低于核准观众数量的85%。其余15%的门票，应在演出前24小时进行个人信息绑定，做到“实名绑定、实名入场”。
1688967609# #多地纪委“内鬼”被查
1702260697# #当事人可以约定一方违约时应当根据违约情况向对方支付一定数额的违约金，也可以约定因违约产生的损失赔偿额的计算方法。
1693306275# #全军装备质量工作会议在北京召开。。全军装备质量工作会议在北京召开。张又侠出席并讲话。。解放军报北京8月29日电（记者费士廷、钱宗阳）经习近平主席批准，全军装备质量工作会议28日至29日在北京召开，中共中央政治局委员、中央军委副主席张又侠出席会议。他强调，要深入贯彻习主席关于装备质量工作的重要
1696926689# #一方患有重大疾病的，应当在结婚登记前如实告知另一方；不如实告知的，另一方可以向人民法院请求撤销婚姻。
1701318808# #25岁女子被丈夫割喉父亲发声可怜天下父母心
1701741684# #
1692177655# #
1698757215# #军队文职全套服饰与标志
1692834021# #
1703470578# #据中国地震台网消息，12月25日4时23分在甘肃金昌市金川区发生3.0级地震。
1691480825# #
1700908751# #
1700552472# #枣强法院把一大群律师像赶羊群一样赶出了法院？
1693812877# #贵州省委原书记孙志刚接受中央纪委国家监委纪律审查和监察调查。。太平人寿保险有限公司原党委书记、总经理张可接受纪律审查和监察调查。。新疆维吾尔自治区国有资产监督管理委员会党委委员、副主任曹志接受纪律审查和监察调查。。新疆维吾尔自治区党委政法委副书记马国强接受纪律审查和监察调查。。贵州省公安
1691449855# #&nbsp;最高人民检察院日前印发《2023－2027年检察改革工作规划》，部署今后五年检察改革
1703401995# #知名超市突然宣布：暂停营业！全国门店曾超200家。12月23日，连锁超市比宜德在其微信公众号发布公告，宣布于2023年12月22日起暂停营业。资料显示，比宜德是由德国人PhilippSpangenberg在中国创办的硬折扣店品牌。2016年上海首店开业，到2019年门店数量超过百家，高速发展期曾有超过200家门店，主要集
1701400243# #因暴雨被问责的郑州原市长侯红，重回“正厅级”。据河南省卫健委官网显示，现任河南省卫健委党组副书记、副主任，曾因“720”特大暴雨被政务降级的郑州原市长侯红，已再次被河南省委重用，并被明确为正厅级。虽然侯红的政府行政职务为河南省卫健委副主任，但却以党内职务“党组副书记”，在官网排名中
1701168502# #中国人民政治协商会议第十三届山西省委员会常务委员会关于撤销薛东晓、黄卫东政协第十三届山西省委员会委员资格的决定。。中国人民政治协商会议第十三届山西省委员会常务委员会关于撤销薛东晓、黄卫东政协第十三届山西省委员会委员资格的决定（2023年11月28日政协第十三届山西省委员会常务委员会第四次会
1689948930# #
1701315005# #
1703145948# #下午好
1693837559# #笑一笑十年少！
1697941865# #10月22日，中国海警依法拦阻菲律宾向仁爱礁非法“坐滩”军舰运送违规建筑物资的船只。
1703122208# #裁判文书下架改裁判文书库这件事这些天大家议论纷纷各抒己见，每个人的角度不同，认识问题的结果也就不尽相同。裁判文书公开是司法机关在特定历史时期为防止腐败，透明司法，接受公众监督的一个初衷，但运行以来收效甚微，还产生了不小的副作用，诉讼当事人一点＂破事＂弄得全世界都知道了，面子上挂不
1698142135# #
1696153388# #教育部颁布《校外培训行政处罚暂行办法》，自2023年10月15日起施行。《办法》适用对象为面向社会招收3周岁以上学龄前儿童、中小学生，违法开展校外培训的自然人、法人或者其他组织。《办法》明确违法情形，规定法律责任。依据行政处罚法、民办教育促进法等上位法和规章立法权限，明确擅自举办校外培训
1693560230# #
1700177046# #缅北电诈明家首脑明学昌在缅北自杀身亡。
1701687417# #大家讨论的是现象，不用对号入座。
1694336973# #
1703150948# #说明把生意做到了极致！
1701257997# #
1696153800# #网约车人车不符等情形判定为重大事故隐患。交通运输部公布《道路运输企业和城市客运企业安全生产重大事故隐患判定标准（试行）》，2023年10月1日起，货车超载致车货总重超100吨，网约车车辆、驾驶员线上与线下不一致等情形应判定为重大事故隐患。
1694420581# #
1692181012# #17岁男孩街边痛哭民警自黑式安慰能解决问题方式值得商榷
1687078393# #
1696633238# #辩护律师直接申请人民法院向证人或者有关单位、个人收集、调取证据材料，人民法院认为确有收集、调取必要，且不宜或者不能由辩护律师收集、调取的，应当同意。人民法院收集、调取证据材料时，辩护律师可以在场。
1697450424# #人大副主任通过入股放贷违规获利488万元
1697271389# #北京市纪委原副书记，被查！。。李振奇曾任北京市纪委案件审理室主任，北京市纪委常委、秘书长，北京市纪委副书记，市预防腐败局局长等职。
